source,target,cost
61975,62022,355.92
61975,64018,100.1
61975,88307,23.99
61975,88308,32.74
61975,88310,23.89
61975,88315,14.39
61975,88318,108.99
61975,88320,114.04
61975,121860,17.45
61975,153941,390.13
61975,153942,397.29
61976,61977,348.65
61976,61978,68.92
61976,61979,34.27
61976,61980,14.85
61976,61981,30.49
61976,61982,390.31
61976,61983,43.45
61976,61984,120.47
61976,61985,337.96
61976,61986,109.32
61976,61987,339.33
61976,61988,7.34
61976,61989,377.31
61976,61990,480.02
61976,62002,31.75
61976,62011,348.83
61976,62013,348.64
61976,62015,361.99
61976,62017,70.02
61976,62018,27.46
61976,62022,29.22
61976,64018,380.22
61976,88307,376.59
61976,88308,384.91
61976,88310,376.49
61976,88315,366.62
61976,88318,386.96
61976,88320,394.96
61976,121860,368.47
61976,122225,382.93
61976,153941,33.37
61976,153942,49.87
61977,61978,401.69
61977,61979,374.15
61977,61980,347.46
61977,61981,357.36
61977,61982,52.22
61977,61983,366.76
61977,61985,12.48
61977,61986,288.48
61977,61987,21.58
61977,61988,356.55
61977,61989,34.14
61977,61990,201.18
61977,62002,361.36
61977,62011,22.51
61977,62013,17.29
61977,62015,22.97
61977,62017,409.89
61977,62018,351.93
61977,62022,348.38
61977,64018,102.18
61977,88307,37.72
61977,88308,42.37
61977,88310,37.62
61977,88315,28.11
61977,88318,111.08
61977,88320,116.12
61977,121860,31.17
61977,153941,382.58
61977,153942,389.75
61978,61979,38.57
61978,61980,54.06
61978,61981,58.02
61978,61982,459.19
61978,61983,91.31
61978,61984,63.42
61978,61985,406.85
61978,61986,150.61
61978,61987,408.22
61978,61988,50.28
61978,61989,446.2
61978,62002,50.52
61978,62011,417.72
61978,62013,417.52
61978,62015,430.88
61978,62017,12.97
61978,62018,63.89
61978,62022,77.07
61978,88307,445.48
61978,88308,453.8
61978,88310,445.38
61978,88315,435.51
61978,88318,455.85
61978,121860,437.35
61978,122225,366.87
61978,153941,39.94
61978,153942,21.24
61979,61980,26
61979,61981,19.53
61979,61982,415.9
61979,61983,56.04
61979,61984,90.22
61979,61985,363.54
61979,61986,115.34
61979,61987,364.92
61979,61988,22.22
61979,61989,402.9
61979,61990,505.61
61979,62002,12.02
61979,62011,374.42
61979,62013,374.23
61979,62015,387.57
61979,62017,39.78
61979,62018,25.4
61979,62022,41.81
61979,64018,405.8
61979,88307,402.18
61979,88308,410.5
61979,88310,402.08
61979,88315,392.21
61979,88318,412.55
61979,88320,420.55
61979,121860,394.05
61979,122225,384.02
61979,153941,38.16
61979,153942,19.63
61980,61981,21.85
61980,61982,388.26
61980,61983,33.77
61980,61984,112.7
61980,61985,335.91
61980,61986,93.08
61980,61987,337.28
61980,61988,13.02
61980,61989,375.26
61980,61990,477.97
61980,62002,23.11
61980,62011,346.78
61980,62013,346.59
61980,62015,359.93
61980,62017,62.26
61980,62018,14.34
61980,62022,19.54
61980,64018,378.17
61980,88307,374.54
61980,88308,382.86
61980,88310,374.44
61980,88315,364.57
61980,88318,384.91
61980,88320,392.91
61980,121860,366.41
61980,122225,391.98
61980,153941,32.21
61980,153942,42.12
61981,61982,396.48
61981,61983,38.69
61981,61984,109.31
61981,61985,344.13
61981,61986,97.99
61981,61987,345.51
61981,61988,24.46
61981,61989,383.48
61981,61990,486.2
61981,62002,7.75
61981,62011,355.01
61981,62013,354.81
61981,62015,368.16
61981,62017,58.86
61981,62018,8.05
61981,62022,24.46
61981,64018,386.39
61981,88307,382.77
61981,88308,391.09
61981,88310,382.66
61981,88315,372.8
61981,88318,393.14
61981,88320,401.14
61981,121860,374.64
61981,122225,396.02
61981,153941,42.89
61981,153942,38.72
61982,61983,407.62
61982,61985,56.02
61982,61986,334.11
61982,61987,57.35
61982,61988,397.41
61982,61989,23.07
61982,61990,186.79
61982,62002,402.21
61982,62011,47.43
61982,62013,47.72
61982,62015,30.53
61982,62018,392.79
61982,62022,389.24
61982,64018,87.79
61982,88307,13.35
61982,88308,15.58
61982,88310,12.29
61982,88315,25.3
61982,88318,96.69
61982,88320,101.73
61982,121860,22.33
61982,153941,423.45
61982,153942,430.61
61983,61984,145.97
61983,61985,348.33
61983,61986,59.92
61983,61987,349.7
61983,61988,44.63
61983,61989,387.69
61983,61990,494.11
61983,62002,44.41
61983,62011,362.92
61983,62013,359.01
61983,62015,376.07
61983,62017,95.52
61983,62018,33.47
61983,62022,15.07
61983,64018,394.3
61983,88307,390.68
61983,88308,395.28
61983,88310,390.58
61983,88315,380.71
61983,88318,401.05
61983,88320,409.05
61983,121860,382.55
61983,122225,420.59
61983,153941,71.04
61983,153942,75.38
61984,61986,205.06
61984,61988,108.86
61984,62002,101.74
61984,62017,50.75
61984,62018,115.12
61984,62022,131.52
61984,122225,369.14
61984,153941,91.25
61984,153942,72.12
61985,61986,276.8
61985,61987,10.02
61985,61988,344.87
61985,61989,34.77
61985,61990,211.8
61985,62002,349.67
61985,62011,33.13
61985,62013,8.94
61985,62015,33.93
61985,62017,398.21
61985,62018,340.24
61985,62022,336.7
61985,64018,112.8
61985,88307,44.93
61985,88308,43
61985,88310,44.97
61985,88315,39.07
61985,88318,121.7
61985,88320,126.74
61985,121860,42.13
61985,153941,370.9
61985,153942,378.07
61986,61987,278.02
61986,61988,116.39
61986,61989,316
61986,61990,482.77
61986,62002,103.63
61986,62011,307.24
61986,62013,287.33
61986,62015,308.96
61986,62017,154.74
61986,62018,94.19
61986,62022,74.29
61986,64018,382.97
61986,88307,326.16
61986,88308,323.6
61986,88310,326.2
61986,88315,314.1
61986,88318,389.72
61986,88320,397.71
61986,121860,317.15
61986,153941,142.42
61986,153942,134.59
61987,61988,346.35
61987,61989,39.35
61987,61990,220.23
61987,62002,351.15
61987,62011,41.56
61987,62013,10.67
61987,62015,42.36
61987,62017,399.7
61987,62018,341.72
61987,62022,338.18
61987,64018,121.23
61987,88307,49.5
61987,88308,46.94
61987,88310,49.54
61987,88315,47.5
61987,88318,130.13
61987,88320,135.17
61987,121860,57.51
61987,153941,372.39
61987,153942,379.55
61988,61989,384.27
61988,61990,486.97
61988,62002,26.12
61988,62011,355.78
61988,62013,355.59
61988,62015,368.94
61988,62017,58.58
61988,62018,21.82
61988,62022,30.29
61988,64018,387.17
61988,88307,383.55
61988,88308,391.87
61988,88310,383.44
61988,88315,373.57
61988,88318,393.92
61988,88320,401.91
61988,121860,375.41
61988,122225,376.03
61988,153941,27.1
61988,153942,38.44
61989,61990,192.78
61989,62002,389.24
61989,62011,39.74
61989,62013,27.08
61989,62015,25.2
61989,62017,437.78
61989,62018,379.81
61989,62022,376.27
61989,64018,93.78
61989,88307,10.39
61989,88308,8.46
61989,88310,10.43
61989,88315,20.6
61989,88318,102.68
61989,88320,107.72
61989,121860,18.56
61989,153941,410.48
61989,153942,417.64
61990,62002,492.12
61990,62011,179.35
61990,62013,216.05
61990,62015,187.11
61990,62018,482.69
61990,62022,479.14
61990,64018,101.69
61990,88307,183.4
61990,88308,187.67
61990,88310,183.3
61990,88315,183.9
61990,88318,94.89
61990,88320,87.39
61990,121860,176.16
61990,153941,513.34
62002,62011,360.75
62002,62013,360.56
62002,62015,373.92
62002,62017,51.26
62002,62018,13.8
62002,62022,30.2
62002,64018,392.14
62002,88307,388.52
62002,88308,396.84
62002,88310,388.42
62002,88315,378.54
62002,88318,398.89
62002,88320,406.89
62002,121860,380.39
62002,122225,388.96
62002,153941,42.03
62002,153942,31.12
62011,62013,37.19
62011,62015,24.68
62011,62017,408.92
62011,62018,350.96
62011,62022,347.41
62011,64018,80.53
62011,88307,33.65
62011,88308,37.92
62011,88310,33.55
62011,88315,29.32
62011,88318,89.43
62011,88320,94.47
62011,121860,25.53
62011,153941,381.62
62011,153942,388.78
62013,62015,33.95
62013,62017,406.79
62013,62018,348.81
62013,62022,345.27
62013,64018,117.26
62013,88307,36.95
62013,88308,35.02
62013,88310,36.99
62013,88315,39.09
62013,88318,126.16
62013,88320,131.21
62013,121860,42.15
62013,153941,379.48
62013,153942,386.64
62015,62017,422.35
62015,62018,364.38
62015,62022,360.84
62015,64018,85.29
62015,88307,15.7
62015,88308,19.97
62015,88310,15.6
62015,88315,6.83
62015,88318,94.18
62015,88320,99.23
62015,121860,8.67
62015,153941,395.04
