id1,id2
33,93
71,49
44,85
32,22
74,70
20,33
24,48
93,52
62,28
90,91
23,15
40,26
26,97
39,51
47,26
30,9
90,32
10,20
22,52
90,97
47,90
91,20
31,85
87,27
21,90
22,10
78,41
40,2
51,78
37,75
32,94
91,94
8,2
69,74
74,72
46,43
93,44
21,94
6,84
22,3
70,64
20,81
24,41
74,88
14,74
18,22
15,8
26,33
51,24
31,52
22,21
64,51
53,93
3,35
92,18
93,73
40,15
28,35
35,44
92,62
31,62
34,45
90,53
90,28
35,18
22,81
3,92
94,28
88,37
37,14
37,70
52,62
22,43
22,8
53,20
91,26
94,53
71,74
37,69
81,90
33,2
37,72
44,92
32,26
46,3
19,34
35,23
87,48
26,21
75,39
90,10
15,33
81,94
39,70
30,18
10,94
29,34
75,78
35,40
46,18
30,3
37,71
22,91
32,2
30,23
9,15
22,33
2,91
62,32
70,78
73,20
39,72
21,2
69,39
24,75
62,10
92,43
15,91
26,53
88,39
39,14
26,28
2,9
93,85
68,59
15,32
24,70
34,49
78,88
40,30
78,14
21,15
78,69
28,2
72,78
22,44
23,92
64,41
26,81
48,64
95,96
73,90
22,73
30,44
44,46
69,24
72,24
26,10
87,80
88,24
14,24
62,3
53,22
30,43
21,62
9,26
94,73
62,18
53,2
71,39
62,81
18,52
15,28
51,87
2,81
15,53
92,8
2,10
78,71
52,3
46,31
31,35
40,97
40,47
40,92
62,43
97,23
64,27
62,8
47,23
15,81
24,71
87,41
30,8
15,10
31,97
47,31
44,52
34,74
93,54
9,94
26,73
85,22
20,85
62,91
90,9
33,92
62,33
52,36
43,52
23,52
12,96
28,30
73,2
75,87
32,30
30,33
62,73
37,34
28,97
47,28
91,92
47,9
15,73
21,30
62,44
9,97
20,54
6,68
92,32
53,62
40,52
92,21
93,46
30,91
90,54
90,85
87,88
14,87
87,70
85,94
52,8
54,94
34,39
28,92
69,87
10,30
87,72
9,20
62,85
22,54
63,5
92,53
81,30
34,78
97,3
18,97
47,3
47,18
87,71
30,53
92,36
34,24
81,92
78,80
92,10
24,80
52,33
80,37
97,32
26,54
47,32
85,26
46,22
82,64
64,56
10,97
47,10
97,43
43,47
52,32
2,85
52,91
20,46
2,54
21,52
97,21
21,47
8,97
35,38
47,8
80,39
28,52
36,30
15,54
85,15
73,30
81,97
47,81
92,73
64,29
44,97
44,47
54,62
53,52
97,33
33,47
97,91
91,47
52,10
81,52
74,80
46,62
46,90
93,35
1,47
97,1
9,22
46,94
52,76
80,29
9,62
93,9
48,56
90,35
15,36
19,64
45,64
87,34
53,97
20,35
53,47
94,35
64,77
97,73
49,80
47,73
36,2
31,9
49,64
85,30
46,26
73,52
26,36
26,35
71,56
92,54
85,92
2,46
48,77
30,54
83,68
76,92
35,22
15,46
97,85
19,80
85,47
56,14
56,88
75,56
2,35
94,36
64,74
35,15
36,90
51,56
79,64
37,64
38,46
76,30
54,38
96,83
9,18
36,47
36,97
77,71
85,52
9,3
12,95
44,9
80,48
56,27
60,96
54,52
54,97
1,9
35,62
47,54
77,14
77,88
75,77
30,46
12,65
39,64
27,80
80,45
77,51
34,56
78,64
48,79
62,1
15,76
56,69
36,20
82,80
25,80
46,92
43,9
46,97
24,64
72,56
47,46
76,2
42,79
9,23
68,12
77,27
1,30
85,38
92,35
76,26
83,84
56,70
17,12
35,30
9,40
1,52
9,8
56,29
79,71
95,60
73,38
69,77
22,1
77,34
1,36
94,76
14,79
88,79
52,46
90,76
77,72
75,79
53,38
9,33
77,29
79,51
80,51
64,87
41,56
22,36
47,76
76,97
62,36
35,52
70,77
9,91
36,93
77,42
32,9
9,21
91,38
79,27
81,38
31,36
92,1
9,28
33,38
1,20
97,35
93,1
21,38
35,47
80,75
82,56
53,9
1,76
38,10
20,76
60,65
1,2
77,41
81,9
9,10
79,34
79,69
80,41
56,37
38,32
56,49
38,8
88,80
14,80
79,72
56,19
60,68
1,15
56,42
12,84
95,83
79,29
80,71
77,82
37,77
6,83
38,43
18,36
79,70
83,55
26,1
74,56
94,1
44,36
49,77
9,73
3,36
80,70
69,80
72,80
19,77
90,1
44,38
17,60
38,28
56,78
65,83
56,45
59,83
74,77
3,38
38,18
76,22
43,36
56,39
79,41
24,56
62,76
93,76
87,56
78,77
31,76
38,23
40,38
23,36
87,77
77,45
24,77
39,77
36,8
83,17
82,79
79,37
9,85
60,84
9,54
36,40
49,79
79,19
36,33
34,80
38,31
74,79
76,44
76,18
76,3
91,36
78,79
36,32
21,36
55,12
87,79
40,1
79,45
79,24
36,28
61,7
39,79
1,31
77,80
53,36
23,1
43,76
6,60
80,56
46,9
36,81
6,12
36,10
9,35
1,28
23,76
12,59
8,76
60,55
25,87
76,40
73,36
68,96
60,59
80,79
76,33
18,1
3,1
64,80
32,1
91,76
10,1
1,43
76,32
21,76
38,93
1,21
1,8
1,44
76,53
76,28
90,38
1,81
54,36
38,94
85,36
20,38
33,1
81,76
1,91
76,10
24,25
26,38
78,25
38,22
1,53
1,73
76,73
39,25
37,25
2,38
15,38
1,85
96,84
74,25
62,38
35,36
46,36
54,76
38,25
85,76
38,92
49,25
54,1
25,29
1,46
30,38
25,19
16,17
95,16
65,16
38,52
76,35
25,45
76,46
38,97
38,47
4,16
82,25
65,68
5,61
42,64
55,96
25,48
27,25
68,95
1,35
17,68
42,48
96,59
6,96
71,42
51,25
42,14
42,88
42,75
42,51
42,27
41,25
75,25
65,84
84,95
42,29
25,88
14,25
84,17
70,25
42,69
71,25
42,34
69,25
42,80
72,25
5,7
42,72
38,9
25,46
42,70
57,67
66,57
37,42
25,35
42,41
49,42
16,96
42,82
87,42
42,19
74,42
42,78
25,34
58,67
85,25
58,66
24,42
39,42
55,65
54,25
55,95
25,77
55,17
42,45
25,56
95,6
95,59
6,65
59,65
25,73
25,79
36,38
59,17
10,25
17,6
81,25
28,25
53,25
21,25
61,4
64,25
32,25
25,91
33,25
76,38
40,25
63,61
25,23
25,8
25,43
38,80
1,38
3,25
18,25
25,44
12,16
25,31
25,93
63,7
60,16
25,22
95,4
42,25
62,25
20,25
90,25
25,94
83,16
4,65
26,25
87,38
2,25
17,4
25,15
97,25
25,47
25,30
24,38
78,38
46,80
92,25
38,39
37,38
35,80
38,74
25,52
80,85
38,49
80,54
38,19
29,38
38,45
80,73
82,38
10,80
80,81
4,96
1,89
28,80
53,80
21,80
32,80
60,4
80,91
27,38
38,48
33,80
80,40
23,80
8,80
25,9
38,41
87,46
51,38
43,80
87,35
4,12
80,3
38,75
18,80
70,38
80,44
88,38
14,38
38,72
69,38
16,68
1,25
46,24
38,71
87,85
87,54
78,46
35,24
80,31
35,78
46,39
4,7
35,39
83,4
80,93
46,37
35,37
80,22
74,46
87,73
74,35
34,38
62,80
85,24
54,24
85,78
36,25
54,78
46,49
80,20
87,81
10,87
39,85
54,39
49,35
85,37
46,29
53,87
54,37
16,84
46,19
87,21
87,28
35,29
87,32
35,19
91,87
85,74
80,90
24,73
54,74
80,94
78,73
46,45
5,4
45,35
33,87
39,73
26,80
37,73
85,49
24,81
24,10
49,54
40,87
78,81
78,10
8,87
2,80
46,82
76,25
53,24
85,29
87,23
81,39
15,80
35,82
10,39
53,78
29,54
73,74
97,80
19,85
47,80
21,24
19,54
38,77
24,28
32,24
81,37
37,10
21,78
39,53
78,28
87,43
91,24
32,78
91,78
27,46
21,39
38,56
37,53
39,28
48,46
32,39
85,45
39,91
54,45
89,76
24,33
74,81
49,73
37,28
37,21
74,10
35,27
38,64
32,37
30,80
33,78
3,87
37,91
87,18
48,35
53,74
55,16
39,33
87,44
73,29
79,38
24,40
24,8
89,36
92,80
19,73
21,74
78,40
78,8
28,74
32,74
82,85
33,37
81,49
49,10
54,82
24,23
91,74
78,23
8,39
39,40
16,61
16,6
49,53
43,24
37,40
29,10
81,29
23,39
37,8
73,45
78,43
74,33
46,51
19,81
49,21
19,10
87,31
59,16
49,28
85,27
49,32
23,37
85,48
43,39
29,53
54,27
49,91
52,80
35,51
46,41
53,19
54,48
28,29
3,24
40,74
29,21
74,8
89,9
41,35
29,32
43,37
78,3
24,18
19,21
45,81
28,19
44,24
82,73
33,49
91,29
19,32
45,10
18,78
74,23
46,75
89,47
19,91
44,78
97,89
39,3
93,87
53,45
39,18
74,43
44,39
75,35
3,37
29,33
40,49
46,88
46,14
8,49
45,21
33,19
46,70
37,18
32,45
45,28
81,82
87,22
44,37
27,73
91,45
82,10
46,69
49,23
72,46
35,70
88,35
35,14
40,29
71,46
48,73
85,51
24,31
8,29
35,69
74,3
35,72
82,53
40,19
19,8
31,78
51,54
49,43
29,23
74,18
45,33
71,35
87,62
44,74
41,85
21,82
54,41
23,19
28,82
39,31
82,32
27,10
81,27
20,87
10,48
91,82
48,81
43,29
31,37
8,45
19,43
49,3
75,85
45,40
27,53
93,24
54,75
49,18
93,78
33,82
53,48
28,27
44,49
23,45
27,21
48,28
27,32
85,88
85,14
87,90
21,48
3,29
32,48
31,74
85,70
94,87
39,93
51,73
91,27
88,54
14,54
45,43
19,3
70,54
18,29
89,62
22,24
69,85
37,93
85,72
91,48
19,18
40,82
8,82
29,44
85,71
54,69
78,22
54,72
44,19
73,41
34,46
52,89
30,89
54,71
27,33
82,23
34,35
46,77
26,87
39,22
45,3
62,24
48,33
31,49
10,51
51,81
37,22
78,62
18,45
75,73
43,82
93,74
24,20
27,40
2,87
44,45
48,40
20,78
27,8
41,81
10,41
87,15
62,39
51,53
29,31
8,48
23,27
73,88
56,46
73,14
37,62
48,23
20,39
22,89
31,19
51,28
70,73
21,51
4,63
53,41
32,51
74,22
3,82
46,79
69,73
37,20
73,72
10,75
75,81
90,24
93,49
51,91
71,73
82,18
89,92
27,43
24,94
90,78
41,21
97,87
82,44
28,41
47,87
35,77
41,32
94,78
48,43
41,91
29,93
45,31
75,53
88,10
14,10
88,81
14,81
62,74
39,90
34,85
70,81
70,10
39,94
33,51
75,28
20,74
34,54
22,49
21,75
19,93
9,80
32,75
81,69
30,87
26,24
10,69
37,90
38,42
72,81
10,72
3,27
85,77
35,56
10,71
20,89
71,81
94,37
33,41
53,88
53,14
26,78
89,93
70,53
75,91
2,89
27,18
48,3
40,51
22,29
28,88
14,28
24,2
92,87
27,44
21,88
21,14
8,51
69,53
48,18
53,72
32,88
32,14
15,89
26,39
2,78
70,21
62,49
70,28
35,79
82,31
53,71
32,70
15,24
51,23
48,44
19,22
77,54
91,88
14,91
74,90
69,28
21,69
41,40
41,8
28,72
49,20
21,72
15,78
91,70
33,75
28,71
93,45
69,32
56,85
29,62
37,26
32,72
74,94
21,71
2,39
71,32
91,69
89,26
72,91
68,4
23,41
79,85
39,15
89,94
91,71
2,37
51,43
20,29
40,75
19,62
33,88
14,33
70,33
64,46
34,73
75,8
54,56
37,15
97,24
89,90
20,19
24,47
41,43
27,31
22,45
26,74
69,33
72,33
78,97
23,75
49,90
78,47
82,93
52,87
48,31
80,1
40,88
40,14
94,49
33,71
79,54
73,77
8,88
14,8
40,70
74,2
64,35
51,3
70,8
39,97
24,30
39,47
40,69
88,23
23,14
18,51
29,90
40,72
75,43
40,71
78,30
97,37
15,74
69,8
62,45
37,47
72,8
29,94
81,34
10,34
3,41
23,70
51,44
20,45
19,90
77,10
8,71
24,92
82,22
27,93
93,48
41,18
26,49
94,19
23,69
23,72
78,92
77,81
39,30
71,23
41,44
56,73
43,88
14,43
34,53
43,70
28,77
49,2
30,37
92,39
75,3
73,79
43,69
29,26
43,72
28,34
62,82
34,21
97,74
48,22
47,74
22,27
49,15
34,32
18,75
45,90
43,71
56,10
26,19
37,92
20,82
94,45
91,34
75,44
2,29
32,77
56,81
77,21
10,79
88,3
3,14
85,64
31,51
53,77
46,42
70,3
2,19
48,62
74,30
28,56
15,29
79,81
88,18
18,14
27,62
84,4
70,18
52,24
54,64
3,69
3,72
79,28
31,41
88,44
14,44
15,19
44,70
52,78
34,33
3,71
49,97
18,69
49,47
18,72
77,91
92,74
45,26
20,27
69,44
82,90
44,72
20,48
18,71
56,32
94,82
56,21
52,39
29,97
40,77
56,53
47,29
71,44
93,51
45,2
34,40
79,32
31,75
8,34
40,89
79,21
49,30
37,52
53,79
15,45
33,77
80,36
31,89
97,19
47,19
23,89
91,56
23,77
23,34
92,49
93,41
26,82
88,31
14,31
30,29
27,90
22,51
70,31
79,91
56,40
94,27
64,73
48,90
4,6
77,8
89,28
94,48
69,31
19,30
43,34
79,40
52,74
72,31
93,75
82,2
92,29
56,33
31,71
42,85
82,15
51,62
23,56
92,19
22,41
45,97
45,47
33,79
93,88
14,93
23,79
27,26
35,42
64,10
51,20
56,8
22,75
81,64
48,26
77,43
3,34
70,93
45,30
49,52
2,27
34,18
93,69
62,41
93,71
72,93
79,8
18,89
48,2
3,89
44,34
92,45
97,82
47,82
15,27
20,41
22,88
14,22
62,75
64,53
4,55
42,54
28,64
15,48
32,89
29,52
10,89
77,3
22,70
21,64
4,59
56,43
64,32
19,52
69,22
90,51
71,22
77,18
20,75
22,72
48,97
43,89
82,30
48,47
51,94
27,97
62,88
62,14
47,27
91,64
79,43
21,89
8,89
44,89
81,89
90,41
73,42
92,82
62,70
76,80
77,44
94,41
20,88
20,14
42,10
62,71
56,3
62,69
28,42
31,34
72,62
20,70
87,9
33,64
52,45
56,18
51,26
27,30
3,79
81,42
69,20
89,33
77,93
89,91
20,72
48,30
20,71
75,90
40,64
75,94
77,31
79,18
51,2
56,44
41,26
27,92
22,77
64,8
48,92
15,51
88,90
90,14
64,23
89,73
34,93
70,90
79,44
94,88
94,14
2,41
62,77
53,89
42,32
82,52
94,70
93,56
90,69
75,26
42,21
90,72
15,41
56,31
93,79
69,94
90,71
94,72
51,97
85,89
51,47
71,94
42,40
2,75
79,31
64,43
42,53
22,56
34,22
79,22
26,88
26,14
70,26
75,15
79,62
56,62
52,27
91,42
26,69
2,88
2,14
72,26
48,52
97,41
23,42
47,41
26,71
30,51
70,2
24,9
20,77
34,62
3,64
88,15
14,15
9,78
97,75
2,69
47,75
72,2
70,15
71,2
18,64
34,20
51,92
69,15
30,41
72,15
9,39
33,42
64,44
15,71
89,46
88,97
97,14
88,47
14,47
87,1
54,89
92,41
37,9
56,20
30,75
42,8
70,97
79,20
70,47
97,71
47,71
97,69
47,69
97,72
47,72
90,34
92,75
34,94
30,88
14,30
90,77
77,94
74,9
64,31
30,70
51,52
69,30
43,42
16,7
72,30
88,92
14,92
30,71
92,70
77,97
77,47
52,41
34,26
93,42
92,69
64,93
92,72
62,42
56,90
77,26
22,42
56,94
71,92
9,49
3,42
2,34
77,2
79,90
94,79
87,36
52,75
18,42
34,15
22,64
77,15
1,24
97,79
29,9
79,47
97,56
1,78
47,56
56,26
88,52
52,14
19,9
61,95
52,70
56,2
79,26
62,64
44,42
97,34
47,34
1,39
31,42
1,37
69,52
2,79
52,72
52,71
56,15
35,89
30,77
15,79
64,20
45,9
30,34
42,20
