name,address,city,zip,lat,lon,id,geog
Trillium,550 Milam St,Beaumont,77701,30.077123,-94.095962,30623,0101000020E610000029EACC3D248657C0F8C43A55BE133E40
Clean Energy - Long Beach Gas and Oil Department,2400 E Spring St,Long Beach,90755,33.81125792,-118.1627843,30626,0101000020E61000005833D70E6B8A5DC0B082AD4CD7E74040
Clean Energy - Santa Ana - SoCal Gas Base,3210 Maple St,Santa Ana,92707,33.703906,-117.863732,30628,0101000020E61000008E20956247775DC0A6BA809719DA4040
Clean Energy - San Leandro,8515 San Leandro St,Oakland,94621,37.746023,-122.188974,30629,0101000020E6100000D6726726188C5EC02B8881AE7DDF4240
Clean Energy - Port of Oakland,209 Brush St,Oakland,94607,37.798995,-122.28338,30630,0101000020E6100000CA15DEE522925EC07155D97745E64240
PG&E - Merced Service Center,624 W 15th St,Merced,95340,37.299692,-120.486137,30832,0101000020E610000009185DDE1C1F5EC0B96FB54E5CA64240
Clean Energy - Pomona Foothill Transit,1670 E 1st St,Pomona,91766,34.059216,-117.722362,30833,0101000020E6100000E277D32D3B6E5DC031B3CF6394074140
Kakco,4355 Lafayette Blvd,Indianapolis,46254,39.834688,-86.25018,31839,0101000020E61000004087F9F2029055C08C2E6F0ED7EA4340
Birmingham Jefferson County Transit Authority,3105 8th Ave N,Birmingham,35203,33.528486,-86.794315,32154,0101000020E610000039EE940ED6B255C06A32E36DA5C34040
NC CNG,2618 Hendersonville Rd,Arden,28704,35.44761,-82.507734,32226,0101000020E61000004E44BFB67EA054C068AED3484BB94140
Clean Energy - City of Santa Clarita,28283 Alta Vista Ave,Santa Clarita,91355,34.448887,-118.576562,32422,0101000020E610000072874D64E6A45DC0BE4C142175394140
Kern County Superintendent of Schools,705 S Union Ave,Bakersfield,93307,35.347789,-119.002508,32513,0101000020E61000009E7E501729C05DC04B74965984AC4140
City of San Bernardino,187 S Pershing Ave,San Bernardino,92408,34.098543,-117.288482,32669,0101000020E610000005DF347D76525DC0F71F990E9D0C4140
Oklahoma Natural Gas - Tulsa North Service Center,4821 E 66th St N,Tulsa,74117,36.250159,-95.921194,32670,0101000020E61000005FD1ADD7F4FA57C068E6C93505204240
Blue Energy Fuels - Tulsa Gas Technologies,4809 S 101 E Ave,Tulsa,74146,36.093705,-95.863764,32671,0101000020E610000094DDCCE847F757C0603C8386FE0B4240
Trillium,717 S Sylvania Ave,Sturtevant,53177,42.725613,-87.955958,32724,0101000020E61000005F96766A2EFD55C0B74604E3E05C4540
City of Riverside,5961 Acorn St,Riverside,92504,33.96068,-117.454372,32831,0101000020E6100000F60D4C6E145D5DC0EDF5EE8FF7FA4040
Questar Gas - LW's Travel Plaza,1674 W 1100 S,Perry,84302,41.485609,-112.057813,33204,0101000020E610000027124C35B3035CC056D28A6F28BE4440
Questar Gas - RB's Fuel Stop - Phillips 66,527 S 700 W,Woods Cross,84087,40.883673,-111.898809,33205,0101000020E61000006E162F1686F95BC0DAAD65321C714440
PG&E - Los Banos Service Center,940 I St,Los Banos,93635,37.058724,-120.843011,33323,0101000020E6100000C5CA68E4F3355EC0C2BE9D4484874240
Republic Services - Rainbow Disposal,17121 Nichols Ln,Huntington Beach,92647,33.71397,-117.996294,33387,0101000020E6100000DECCE847C37F5DC09E29745E63DB4040
City of San Fernando,120 N Macneil St,San Fernando,91340,34.283588,-118.43876,33425,0101000020E6100000C0B2D2A4149C5DC0DFC4909C4C244140
Kwik Trip #334,1271 River Dr N,Mankato,56001,44.18791,-94.012676,53003,0101000020E61000006C5CFFAECF8057C0B24B546F0D184640
Vectren Energy Delivery Eco-Fuel Center,1 N Main St,Evansville,47711,37.978725,-87.562598,33426,0101000020E6100000E1B20A9B01E455C088635DDC46FD4240
Airport Mart - Mobil,5979 S Howell Ave,Milwaukee,53207,42.935799,-87.910313,33428,0101000020E6100000EA07759142FA55C09450FA42C8774540
Clean Energy - City of Glendale,1713 Gardena Ave,Glendale,91204,34.123436,-118.258072,33533,0101000020E6100000DA006C4084905DC0149337C0CC0F4140
Clean Energy - College Park,4555 Edison Dr,College Park,30337,33.632374,-84.465773,33716,0101000020E610000007978E39CF1D55C09C6B98A1F1D04040
Clean Energy - Will Rogers World Airport,4424 Amelia Earhart Ln,Oklahoma City,73159,35.406026,-97.600694,33898,0101000020E6100000D2393FC5716658C0B0A9F3A8F8B34140
Clean Energy - Oklahoma State University,2221 W Lakeview Dr,Stillwater,74075,36.144924,-97.086989,33899,0101000020E610000027874F3A914558C0E833A0DE8C124240
Clean N' Green,149 SW Kenyon St,Seattle,98108,47.531286,-122.336979,34206,0101000020E6100000151C5E1091955EC04D69FD2D01C44740
Piedmont Natural Gas - Charlotte,112 Verbena St,Charlotte,28217,35.184065,-80.880391,34315,0101000020E6100000562C7E53583854C04BAB21718F974140
Valley Vista Services,1037 S Hatcher St,City of Industry,91748,34.003413,-117.924743,34320,0101000020E61000001E8D43FD2E7B5DC0CDB051D66F004140
Riverside Transit Agency - Hemet,700 Scaramella Cir,Hemet,92545,33.735948,-117.011173,34321,0101000020E61000004966F50EB7405DC03FC7478B33DE4040
Clean Energy - La Cienega,1004 S La Cienega Blvd,Los Angeles,90035,34.059388,-118.375858,34474,0101000020E6100000287CB60E0E985DC02EE3A6069A074140
Clean Energy - Republic Services,11101 W Executive Dr,Boise,83713,43.608903,-116.319821,34475,0101000020E6100000BDE47FF277145DC0D8B79388F0CD4540
City of Wasco,501 N F St,Wasco,93280,35.596857,-119.333783,34832,0101000020E61000007D3D5FB35CD55DC0C0B167CF65CC4140
ARCO,28662 Camino Capistrano,San Juan Capistrano,92675,33.54765566,-117.6738178,35007,0101000020E61000009C9DB1D41F6B5DC0AB95A69419C64040
City of Burlington,645 Pine St,Burlington,5401,44.461715,-73.215217,35055,0101000020E6100000C422861DC64D52C04C89247A193B4640
Dominion Energy - Evanston,38 Allegiance Cir,Evanston,82930,41.261358,-110.992557,35056,0101000020E61000009E9ACB0D86BF5BC02446CF2D74A14440
Clean Energy - Port of Long Beach,3400 I St,Wilmington,90744,33.78311,-118.222,35073,0101000020E610000091ED7C3F358E5DC0D595CFF23CE44040
City of Porterville,555 N Prospect St,Porterville,93257,36.075856,-119.043996,35075,0101000020E6100000E94999D4D0C25DC04A9A3FA6B5094240
Clean Energy - Ontario International Airport,3350 John Bangs Dr,Ontario,91761,34.06075086,-117.5789393,35131,0101000020E6100000A0F76B570D655DC0B27326AFC6074140
Clean Energy - Atlantic County Utilities Authority,6700 Delilah Rd,Egg Harbor Township,8234,39.417088,-74.538731,35309,0101000020E6100000D99596917AA252C0EBC6BB2363B54340
Clean Energy - Austin Bergstrom International Airport,3100 1/2 Spirit of Texas Dr,Austin,78719,30.209023,-97.67202,35316,0101000020E610000082902C60026B58C09F1C058882353E40
American Natural Gas - National Fuel - Buffalo,365 Mineral Springs Rd,Buffalo,14210,42.861455,-78.800352,35317,0101000020E6100000725298F738B353C0E3FC4D28446E4540
Clean Energy - Town of Brookhaven,350 Horseblock Rd,Yaphank,11980,40.800178,-72.921177,35318,0101000020E6100000F4346090F43A52C0467D923B6C664440
Questar Gas - Chevron,40 N 6300 W,Hurricane,84737,37.161682,-113.434692,35385,0101000020E61000004DF564FED15B5CC00A2DEBFEB1944240
Total Express,16401 N Rockwell Ave,Edmond,73013,35.637936,-97.639211,35418,0101000020E6100000950F41D5E86858C0757808E3A7D14140
Chickasaw Travel Stop,201 Latta Rd,Ada,74820,34.773291,-96.697633,35419,0101000020E610000010E7E104A62C58C044A51133FB624140
Clearwater Gas System,1020 N Hercules Ave,Clearwater,33765,27.975649,-82.75459,35593,0101000020E6100000DFF8DA334BB054C007600322C4F93B40
Clean Energy - Orange County Public Works,2023 W Collins Ave,Orange,92867,33.803166,-117.874464,35598,0101000020E6100000E161DA37F7775DC02BA1BB24CEE64040
Clean Energy - Newport Beach,592 Superior Ave,Newport Beach,92663,33.63214438,-117.9271508,35656,0101000020E6100000751D4F70567B5DC0A039671BEAD04040
Clean Energy - University of California San Diego,9413 Voigt Dr,La Jolla,92093,32.881413,-117.229925,35685,0101000020E610000019E25817B74E5DC077A22424D2704040
Semi-Service,4285 W 1385 S,Salt Lake City,84104,40.739411,-111.992133,35699,0101000020E61000001212691B7FFF5BC0BDA60705A55E4440
Dominion Energy - Moab Service Center,2450 S Highway 191,Moab,84532,38.536757,-109.511772,35786,0101000020E61000008BC058DFC0605BC015731074B4444340
Christensen Oil - Sinclair,334 E Riverside Dr,St. George,84790,37.081594,-113.576795,35787,0101000020E6100000C45F9335EA645CC061C614AC718A4240
Pilot - Naples,1521 S 1500 E,Naples,84078,40.43341,-109.498603,35907,0101000020E610000000AC8E1CE95F5BC033E197FA79374440
Questar Gas - Flying J Travel Plaza,1172 W 2100 S,Ogden,84401,41.229309,-112.00741,35936,0101000020E610000074EACA6779005CC0D8D64FFF599D4440
Clean Energy - Anaheim - Valero Station,2100 S Harbor Blvd,Anaheim,92802,33.795746,-117.914556,36292,0101000020E61000001497E315887A5DC01FF64201DBE54040
X3Energy,7984 US Highway 85,Fort Lupton,80621,40.115736,-104.81034,36294,0101000020E610000000A94D9CDC335AC0247CEF6FD00E4440
X3Energy,103 Hill St,Kersey,80644,40.392048,-104.564368,36295,0101000020E61000002CBAF59A1E245AC02A3BFDA02E324440
Clean Energy - Yellow Cab,86 Granby St,Bloomfield,6002,41.810889,-72.708142,36296,0101000020E610000023BBD232522D52C0D4D7F335CBE74440
Clean Energy - Metro Taxi,65 Industry Dr,West Haven,6516,41.290827,-72.98485,36300,0101000020E6100000CC5D4BC8073F52C09BE5B2D139A54440
PS Energy - East Point,2192 Sylvan Rd,East Point,30344,33.694504,-84.417883,36303,0101000020E61000007BA35698BE1A55C07978CF81E5D84040
DeKalb County - Seminole Road Landfill,4295 Clevemont Rd,Ellenwood,30294,33.652844,-84.253832,36304,0101000020E610000069AB92C83E1055C0E6B1666490D34040
PS Energy - Lithonia,2490 Lithonia Industrial Blvd,Lithonia,30058,33.712615,-84.125793,36305,0101000020E6100000354415FE0C0855C0CCD1E3F736DB4040
PS Energy - Tucker,1833 Tucker Industrial Rd,Tucker,30084,33.83633282,-84.20252641,36306,0101000020E6100000AFE15431F60C55C0593C2FF40CEB4040
Clean Energy - Atlantic City Jitney Association,6821 Delilah Rd,Egg Harbor Township,8406,39.410942,-74.53063,36309,0101000020E6100000B21188D7F5A152C0C34659BF99B44340
Newark Liberty International Airport - Wally Park,100 Lindbergh Rd,Newark,7114,40.691831,-74.184861,36310,0101000020E610000093533BC3D48B52C0F3AD0FEB8D584440
Giant Eagle - Ok Grocery,755 Beechnut Dr,Pittsburgh,15205,40.453507,-80.085371,36311,0101000020E6100000B741EDB7760554C0E8C072840C3A4440
Questar Gas - Flying J Travel Plaza - Scipio,810 N 800 W,Scipio,84656,39.255065,-112.116282,36312,0101000020E610000043C70E2A71075CC058AD4CF8A5A04340
Ditch Witch of Alaska,1800 W 47th Ave,Anchorage,99517,61.178048,-149.916588,36497,0101000020E6100000FE7C5BB054BD62C0218FE046CA964E40
City of Bossier City,2580 E Texas St,Bossier City,71111,32.527872,-93.714249,36549,0101000020E6100000D80C7041B66D57C0B03C484F91434040
Clean Energy - Republic Services,3015 E Comstock Ave,Nampa,83687,43.593304,-116.534414,36580,0101000020E61000009221C7D633225DC0024BAE62F1CB4540
CNG Calumet,130 State St,Calumet City,60409,41.622812,-87.527426,36581,0101000020E6100000D943FB58C1E155C037C7B94DB8CF4440
Public CNG - Henderson County,320 Williams St,Hendersonville,28792,35.317219,-82.453896,36582,0101000020E610000041F2CEA10C9D54C0BD55D7A19AA84140
City of Columbus - Fleet Management,4211 Groves Rd,Columbus,43232,39.930318,-82.885496,36584,0101000020E6100000492F6AF7ABB854C0A87004A914F74340
Arkansas Oklahoma Gas Corp,4419 Main St,Arkoma,74901,35.3546799,-94.4373794,36586,0101000020E61000006CBC2A06FE9B57C03786A52666AD4140
OnCue Express #105 - C-Store,800 S Broadway,Edmond,73034,35.646197,-97.48204,36587,0101000020E610000049D74CBED95E58C0FCE25295B6D24140
Van Eaton Ready Mix,3401 S Radio Rd,El Reno,73036,35.503479,-97.898682,36588,0101000020E61000003FE08101847958C0849CF7FF71C04140
Love's Country Store #5,203 S Main St,Kingfisher,73750,35.859467,-97.932226,36589,0101000020E6100000C79E3D97A97B58C0E17EC00303EE4140
OnCue Express #100 - C-Store,5900 W Reno Ave,Oklahoma City,73127,35.463717,-97.619498,36591,0101000020E6100000FE7BF0DAA56758C0B4CC22145BBB4140
OnCue Express #101 - C-Store,1 NW 23rd St,Oklahoma City,73103,35.494079,-97.511596,36592,0101000020E6100000EC3026FDBD6058C0F8510DFB3DBF4140
Clean Energy - Dallas Fort Worth Airport Rental Car Center,2425 Rental Car Rd,Irving,75261,32.852927,-97.036229,36622,0101000020E6100000AD8A7093514258C00D7041B62C6D4040
Blue Energy Fuels - City of Owasso,101 S Main St,Owasso,74055,36.264897,-95.854698,36773,0101000020E6100000397D3D5FB3F657C07DE71725E8214240
City of Grand Junction,2553 Riverside Pkwy,Grand Junction,81501,39.073697,-108.582361,36775,0101000020E6100000D15D126745255BC01B683EE76E894340
City of Bossier City,4520 Barksdale Blvd,Bossier City,71112,32.469998,-93.672804,36776,0101000020E61000008D2782380F6B57C0BB97FBE4283C4040
City of Springfield,1111 W Chestnut Expy,Springfield,65802,37.215692,-93.306068,36777,0101000020E610000089963C9E965357C02101A3CB9B9B4240
City of Socorro,3000 Old US Highway 85,Socorro,87801,33.984094,-106.887526,36778,0101000020E61000006116DA39CDB85AC04C18CDCAF6FD4040
Clean Energy - Town of Smithtown,85 Old Northport Rd,Kings Park,11754,40.873372,-73.274183,36779,0101000020E6100000A087DA368C5152C0FE9E58A7CA6F4440
Clean Energy - Downtown Dallas,100 N Riverfront Blvd,Dallas,75207,32.776989,-96.813018,37120,0101000020E6100000CC43A67C083458C0062D246074634040
Clean Energy - Parking Spot Houston,15868 International Plaza Dr,Houston,77032,29.948337,-95.331203,37121,0101000020E61000009355116E32D557C03596B036C6F23D40
DTE Energy - Allen,3751 Greenfield Rd,Melvindale,48122,42.29332,-83.178201,37620,0101000020E610000054C72AA567CB54C0A1A17F828B254540
Washington City Fleet Facility,1305 Washington Dam Rd,Washington City,84780,37.110952,-113.486891,38055,0101000020E6100000DF6DDE38295F5CC080B6D5AC338E4240
I-80 Fuels,5318 L St,Omaha,68117,41.212816,-95.996957,38059,0101000020E61000002BA1BB24CEFF57C06308008E3D9B4440
Metropolitan Utilities District,2615 S 64th Ave,Omaha,68106,41.235148,-96.011954,38060,0101000020E61000009CC3B5DAC30058C023DC6454199E4440
Lincoln Airport Authority,3520 NW 36th St,Lincoln,68524,40.849302,-96.771971,38484,0101000020E6100000779D0DF9673158C0B5368DEDB56C4440
Clean Energy - Dillon Transport,4600 Irving Blvd,Dallas,75247,32.80764,-96.896592,38487,0101000020E6100000BC7669C3613958C081785DBF60674040
American Natural Gas,16038 Highway 65 S,Damascus,72039,35.382404,-92.390824,38654,0101000020E61000007B9FAA42031957C007EE409DF2B04140
Clean N' Green,1001 Fairview St,Camden,8104,39.914001,-75.108896,39060,0101000020E610000093AAED26F8C652C072C119FCFDF44340
PSNC Energy,4211 Global St,Raleigh,27610,35.782022,-78.563001,39189,0101000020E610000061A7583508A453C05260014C19E44140
City of Rock Hill,757 S Anderson Rd,Rock Hill,29730,34.923072,-80.991091,39193,0101000020E61000000917F2086E3F54C039ED293927764140
Clean Energy - Riverside County Waste Management,1810 Agua Mansa Rd,Riverside,92509,34.02094,-117.385415,39196,0101000020E6100000D218ADA3AA585DC0D1967329AE024140
York County Natural Gas Authority,975 W Main St,Rock Hill,29730,34.935622,-81.042552,39655,0101000020E61000004818062CB94254C085B53176C2774140
Davidson County,925 N Main St,Lexington,27292,35.831853,-80.243198,40081,0101000020E6100000F81C588E900F54C02D0ABB287AEA4140
Dominon Energy - Weber State University,4760 Old Post Rd,Ogden,84403,41.176663,-111.947811,40319,0101000020E610000080F277EFA8FC5BC0E5B4A7E49C964440
Clean Energy - Tampa International Airport,5001 N Westshore Blvd,Tampa,33614,27.991812,-82.523467,40323,0101000020E61000004162BB7B80A154C0C5C72764E7FD3B40
DTE Energy - Padnos Iron and Metal,450 44th St SW,Wyoming,49548,42.884099,-85.676125,40831,0101000020E610000083C0CAA1456B55C091B6F1272A714540
DTE Energy - UBCR Inc/Schupan & Sons,4820 Holtz Dr,Wixom,48393,42.526187,-83.564626,40832,0101000020E61000002A1E17D522E454C0494A7A185A434540
Clean Energy - City of Torrance,20450 Madrona Ave,Torrance,90503,33.845681,-118.344675,40851,0101000020E6100000EC2FBB270F965DC09EEC66463FEC4040
Clean N' Green,1719 S Santa Fe St,Santa Ana,92705,33.724593,-117.853387,40876,0101000020E610000038F581E49D765DC08CF4A276BFDC4040
Northeast Oklahoma Public Facilities Authority - Tahlequah,853 N Woodard Ave,Tahlequah,74464,35.92304,-95.001973,40878,0101000020E6100000679E5C5320C057C02E73BA2C26F64140
Waste Management - Clean N' Green,350 Sumac Rd,Wheeling,60090,42.119053,-87.89901,41083,0101000020E6100000BA313D6189F955C0CFBEF2203D0F4540
Questar Gas - Mountainland One Stop,1175 S Main St,Heber City,84032,40.493191,-111.412469,41084,0101000020E6100000496760E465DA5BC03DD7F7E1203F4440
Clean Energy - City of Elk Grove eTran,9050 Elkmont Way,Elk Grove,95624,38.381451,-121.364358,41171,0101000020E61000004D8237A451575EC06403E962D3304340
Clean Energy - McCarran International Airport,4990 Paradise Rd,Las Vegas,89119,36.099338,-115.14859,41173,0101000020E6100000CFA0A17F82C95CC002A08A1BB70C4240
"""O"" Ring CNG Fuels Systems - Innovative Entrepreneurs Inc",5363 Route 36,Coolspring,15730,41.003761,-79.054352,41174,0101000020E6100000389ECF807AC353C008008E3D7B804440
"""O"" Ring CNG Fuels Systems - Innovative Entrepreneurs Inc",601 S Main St Ext,Punxsutawney,15767,40.933284,-78.987858,41176,0101000020E6100000E3C5C21039BF53C0A6F0A0D975774440
Alternative Vehicle Service Group - City of Nashua,11 Riverside Dr,Nashua,3062,42.748652,-71.49884,41356,0101000020E6100000F27B9BFEECDF51C0E10A28D4D35F4540
Chevron - Shop A Lott #3,796 Washington Ave,Mansfield,71052,32.029056,-93.713243,41449,0101000020E610000076C6F7C5A56D57C054E0641BB8034040
Chevron - Leebo's #9,6016 Old Boyce Hwy,Alexandria,71303,31.34545,-92.51807,41450,0101000020E61000007AC2120F282157C0386744696F583F40
CNG Trans,2727 Brice Rd,Reynoldsburg,43068,39.925631,-82.832025,41634,0101000020E6100000151DC9E53FB554C0F7949C137BF64340
Clean Energy - Las Vegas City Center,3683 Industrial Rd,Las Vegas,89109,36.12275,-115.179343,41672,0101000020E61000000FF10F5B7ACB5CC0C1CAA145B60F4240
Clean Energy - Akron Metropolitan Regional Transit Authority,416 Kenmore Blvd,Akron,44301,41.049608,-81.54079,41675,0101000020E61000003F00A94D9C6254C05BCF108E59864440
Clean Energy - Cleveland Hopkins International Airport,18899 Snow Rd,Brook Park,44142,41.402106,-81.828365,41678,0101000020E6100000AB09A2EE037554C040C39B3578B34440
Clean Energy - Stark Area Regional Transit Authority,1600 Gateway Blvd SE,Canton,44707,40.78093,-81.36797,41679,0101000020E61000002FFA0AD28C5754C08E3BA583F5634440
Great Lakes CNG - Ace Taxi Service,1798 E 55th St,Cleveland,44103,41.510241,-81.65296,41681,0101000020E61000002766BD18CA6954C0070ABC934FC14440
IGS CNG Services - City of Dublin,6351 Shier-Rings Rd,Dublin,43016,40.093708,-83.162608,41685,0101000020E61000005A84622B68CA54C0D1AFAD9FFE0B4440
Opis Energy,1126 Hammondville Rd,Pompano Beach,33069,26.234909,-80.138718,42087,0101000020E6100000755776C1E00854C03B8908FF223C3A40
Piedmont Natural Gas - High Point,2623 Uwharrie Rd,High Point,27263,35.923838,-80.007704,42090,0101000020E61000001903EB387E0054C0AA66D65240F64140
South Jersey Gas,142 S Main St,Glassboro,8028,39.697476,-75.112075,42091,0101000020E6100000C0EC9E3C2CC752C059DFC0E446D94340
Clean Energy - Syracuse - National Grid,7496 Round Pond Rd,Syracuse,13212,43.135479,-76.087402,42092,0101000020E6100000B8E68EFE970553C0BB25396057914540
Clean N' Green,100 Ransier Dr,Buffalo,14224,42.844172,-78.747585,42093,0101000020E6100000BB7EC16ED8AF53C07619FED30D6C4540
Conoco - Outpost Convenience Store,17699 S Muskogee Ave,Tahlequah,74464,35.853211,-94.989243,42094,0101000020E61000000133DFC14FBF57C032CB9E0436ED4140
Clean Energy - City of Chula Vista,1800 Maxwell Rd,Chula Vista,91911,32.596725,-117.019495,42473,0101000020E6100000E0DBF4673F415DC051DA1B7C614C4040
TruStar Energy - Lafayette,515 E Verot School Rd,Lafayette,70508,30.181429,-91.993631,42584,0101000020E6100000AC527AA697FF56C0C68B8521722E3E40
Clean Energy - Louis Armstrong New Orleans International Airport,1017 Airline Dr,Kenner,70062,29.983445,-90.262962,42585,0101000020E6100000CF85915ED49056C02B6A300DC3FB3D40
HPW Energy Inc,8246 Route 5,Westfield,14787,42.340677,-79.595958,42590,0101000020E610000088F2052D24E653C0ECBFCE4D9B2B4540
OnCue Express #107 - C-Store,5500 SE 29th St,Del City,73115,35.434767,-97.424626,42591,0101000020E610000001C287122D5B58C0A530EF71A6B74140
OnCue Express #326 - C-Store,1005 E Owen K Garriot,Enid,73701,36.3901658,-97.8651562,42592,0101000020E6100000A03B1CB85E7758C04382F3F3F0314240
Love's Travel Stop #274,102 W Coplin St,Okemah,74859,35.42076953,-96.30078203,42593,0101000020E6100000C4844503401358C06C40A5C6DBB54140
OnCue Express #314 - C-Store,1402 S Perkins Rd,Stillwater,74074,36.106651,-97.051781,42594,0101000020E610000078634161504358C0F88A6EBDA60D4240
TruStar Energy - Tulsa,5011 S Vandalia Ave,Tulsa,74135,36.090881,-95.923889,42595,0101000020E6100000960854FF20FB57C0F56915FDA10B4240
Questar Gas - Kaysville,80 N 600 W,Kaysville,84037,41.035784,-111.949467,42600,0101000020E610000066683C11C4FC5BC02BDCF29194844440
Clean N' Green,200 Rangos Ln,Washington,15301,40.208133,-80.273462,43071,0101000020E6100000B8ACC266801154C0F31B261AA41A4440
ASAP General Store 101,1501 N Airport Rd,Weatherford,73096,35.539229,-98.659654,43353,0101000020E61000003D2B69C537AA58C00307B47405C54140
GAIN Clean Fuel - Menomonie,2100 County Highway B,Menomonie,54751,44.907104,-91.85321,43525,0101000020E6100000B1A71DFE9AF656C00F09DFFB1B744640
Clean N' Green,3545 Fairfield Rd,Curtis Bay,21226,39.231108,-76.574575,43630,0101000020E6100000598638D6C52453C007EC6AF2949D4340
Clean N' Green,10050 Naples St NE,Blaine,55449,45.152388,-93.186274,43633,0101000020E61000001686C8E9EB4B57C0C426327381934640
City of Norman,2351 Goddard Ave,Norman,73069,35.246922,-97.461247,43651,0101000020E610000033182312855D58C0DA54DD239B9F4140
Clean N' Green,2749 N Loop 336 E,Conroe,77301,30.337826,-95.412461,43670,0101000020E61000000778D2C265DA57C00EBDC5C37B563E40
Waste Management - Clean N' Green,8652 S 4000 W,West Jordan,84088,40.594459,-111.986429,43686,0101000020E6100000DDB419A721FF5BC00CE8853B174C4440
All Waste Inc,33 Maxim Rd,Hartford,6114,41.741747,-72.659203,43699,0101000020E6100000359BC761302A52C0FB73D190F1DE4440
GAIN Clean Fuel - American Fueling Systems,4420 Buford Hwy NE,Chamblee,30341,33.873935,-84.297481,43705,0101000020E61000009C8BBFED091355C036EA211ADDEF4040
Waste Management - Clean N' Green,5050 W Pershing Rd,Stickney,60804,41.822729,-87.749999,43713,0101000020E61000001842CEFBFFEF55C0433C122F4FE94440
Waste Management - Clean N' Green,4040 S 80th St,Mesa,85212,33.342023,-111.663908,43723,0101000020E610000061E3FA777DEA5BC06ABDDF68C7AB4040
Trillium,1501 W Main Ave,De Pere,54115,44.452916,-88.093151,44591,0101000020E6100000BEA59C2FF60556C0E6EAC726F9394640
Conoco - Reno Partners,3701 W Reno Ave,Oklahoma City,73107,35.464849,-97.584064,44752,0101000020E610000057B1F84D616558C0064A0A2C80BB4140
Alagasco - St. Clair Operations Center,714 Industrial Park Dr,Pell City,35125,33.601083,-86.260778,44840,0101000020E61000000B613596B09055C03E97A949F0CC4040
Alagasco - Tuscaloosa Operations Center,5220 Metro Park Dr,Tuscaloosa,35405,33.161769,-87.55676,44841,0101000020E610000024EEB1F4A1E355C0D940BAD8B4944040
City of Temple,2625 E Avenue H,Temple,76501,31.082418,-97.315536,65699,0101000020E61000007B2DE8BD315458C00B9A965819153F40
Clean Energy - Commack Truck Garage,97 Crooked Hill Rd,Commack,11725,40.808807,-73.291022,44844,0101000020E6100000A81ABD1AA05252C050E3DEFC86674440
Natural Fuels LLC,591 E Monticello Pike,Huntsville,37756,36.411672,-84.52441,44846,0101000020E610000081ECF5EE8F2155C0E75608ABB1344240
Kwik Trip #761,506 Cass St,La Crosse,54601,43.808392,-91.249744,44847,0101000020E6100000D31742CEFBCF56C08C2C996379E74540
Kwik Trip #870,2002 Kwik Trip Way,La Crosse,54603,43.851658,-91.226449,44848,0101000020E6100000904DF2237ECE56C03AB01C2103ED4540
Kwik Trip #686,943 SE Frontage Rd,Sturtevant,53177,42.724204,-87.952181,44851,0101000020E6100000D8B79388F0FC55C0F2D077B7B25C4540
IGS CNG Services - Orrville,444 Hostetler Rd,Orrville,44667,40.853115,-81.769421,45572,0101000020E6100000C2F693313E7154C0105D50DF326D4440
Satterfield Oak Street Gulf,1305 E Oak St,Conway,72032,35.090978,-92.410437,46011,0101000020E610000060048D99441A57C0E753C72AA58B4140
Circleville CNG,315 W 470 S,Circleville,84723,38.164391,-112.278183,46139,0101000020E610000067D311C0CD115CC0DD60A8C30A154340
Love's Travel Stop #205,12225 N I-35 Service Rd,Oklahoma City,73131,35.593964,-97.436558,46191,0101000020E6100000A933F790F05B58C02C80290307CC4140
Love's Country Store #245,3233 SW 89th St,Oklahoma City,73159,35.377659,-97.573527,46193,0101000020E6100000DF1797AAB46458C021054F2157B04140
Love's Travel Stop #260,5317 SE 44th St,Norman,73072,35.182879,-97.499338,46194,0101000020E61000009AE95E27F55F58C006103E9468974140
Love's Travel Stop #263,24169 Highway 49,Lawton,73507,34.713769,-98.401654,46195,0101000020E6100000AF93FAB2B49958C006F357C85C5B4140
Love's Travel Stop #86,1326 S 4th St,Chickasha,73018,35.037308,-97.937172,46198,0101000020E610000086AE44A0FA7B58C089F02F82C6844140
GAIN Clean Fuel - City of Hamilton,2220 S Erie Blvd,Hamilton,45011,39.374016,-84.547382,46338,0101000020E6100000D21A834E082355C022179CC1DFAF4340
Trillium - Golden Eagle,1000 N Jefferson Ave,Casa Grande,85122,32.882283,-111.777453,46345,0101000020E6100000554B3ACAC1F15BC08C683BA6EE704040
Trillium - Golden Eagle,705 E Ajo Way,Tucson,85713,32.178328,-110.960207,46346,0101000020E6100000FA980F0874BD5BC005FBAF73D3164040
Premier Transportation,323 Cash Memorial Blvd,Forest Park,30297,33.607933,-84.372205,47234,0101000020E6100000179AEB34D21755C06094A0BFD0CD4040
Nopetro,1152 Capital Cir SW,Tallahassee,32304,30.437825,-84.354335,47236,0101000020E61000000135B56CAD1655C0075F984C15703E40
GAIN Clean Fuel - Marinette,2700 Cleveland Ave,Marinette,54143,45.08577,-87.648335,47238,0101000020E61000008A7615527EE955C02C7DE882FA8A4640
Clean N' Green,3831 Powerline Rd,Pompano Beach,33073,26.277172,-80.154367,47273,0101000020E610000039252026E10954C0EE5D83BEF4463A40
American Natural Gas - Fair Oaks Dairy,856 N 600 E,Fair Oaks,47943,41.010989,-87.276086,47276,0101000020E61000008B389D64ABD155C0D1CE691668814440
