name,address,city,zip,lat,lon,id,geog
Piedmont Natural Gas - Goldsboro,250 Five Points Rd,Dudley,28333,35.32985597,-78.04070168,47282,0101000020E6100000811F38DB9A8253C02AC56DB838AA4140
South Jersey Gas,1211 N 2nd St,Millville,8332,39.411625,-75.03746,47288,0101000020E61000001FBAA0BE65C252C0A69BC420B0B44340
Love's Travel Stop #203,800 S Morgan Rd,Oklahoma City,73128,35.457897,-97.688507,47291,0101000020E61000004B04AA7F106C58C0E0F76F5E9CBA4140
Love's Travel Stop #452,1601 W Airline Rd,Pauls Valley,73075,34.707263,-97.242136,47292,0101000020E6100000CB4BFE277F4F58C0DE550F98875A4140
Chickasaw Travel Stop - Thackerville,22953 Brown Springs Rd,Thackerville,73459,33.73573,-97.14484,47293,0101000020E6100000C5C9FD0E454958C0D15790662CDE4040
Greer Commission of Public Works,115 Duke St,Greer,29650,34.936731,-82.233031,47295,0101000020E610000011FDDAFAE98E54C01F1329CDE6774140
Love's Travel Stop #468,9600 Longstreet Rd,Willis,77378,30.437821,-95.498724,47301,0101000020E6100000BD6E1118EBDF57C084807C0915703E40
Salt Lake Community College,4600 S Redwood Rd,Salt Lake City,84123,40.670029,-111.938861,47302,0101000020E61000005A9F724C16FC5BC0902FA182C3554440
City of Somerset,244 Chappells Dairy Rd,Somerset,42503,37.105466,-84.631599,47463,0101000020E6100000EC4B361E6C2855C0836BEEE87F8D4240
City of Tulsa - West Maintenance Yard,420 W 23rd St,Tulsa,74107,36.127685,-95.995789,47992,0101000020E6100000DC2DC901BBFF57C04A9869FB57104240
Hutch's C-Store #113,3710 Oklahoma Ave,Woodward,73801,36.434113,-99.427596,47994,0101000020E6100000A0F99CBB5DDB58C05DE2C80391374240
Bee Green CNG,3099 Duss Ave,Ambridge,15003,40.615075,-80.226421,47996,0101000020E61000002B8881AE7D0E54C029CB10C7BA4E4440
Sunoco - Midwest Clean Fuel,2501 Lafayette Rd,Crawfordsville,47933,40.074011,-86.9067,48004,0101000020E610000020D26F5F07BA55C0AA45443179094440
PSNC Energy,15 Overland Industrial Blvd,Asheville,28806,35.519793,-82.603744,48005,0101000020E610000000CADFBDA3A654C049D8B79388C24140
PSNC Energy,2541 Whilden Dr,Durham,27713,35.947924,-78.884114,48006,0101000020E6100000E3FBE25295B853C0F88BD99255F94140
PSNC Energy,121 Houston Rd,Troutman,28166,35.680223,-80.858077,48007,0101000020E6100000C91CCBBBEA3654C0567E198C11D74140
Clean Energy - City of Atlantic City,1100 N Albany Ave,Atlantic City,8401,39.364474,-74.471962,48008,0101000020E61000001BBD1AA0349E52C0041F8315A7AE4340
City of Ripon,339 Doak Blvd,Ripon,95366,37.7296744,-121.124083,48012,0101000020E610000055BFD2F9F0475EC03D5D82F865DD4240
Clean Energy - San Juan Capistrano - Stewart Family Inc - Shell,26571 Junipero Serra Rd,San Juan Capistrano,92675,33.52032,-117.667352,48013,0101000020E6100000E4BA29E5B56A5DC034BA83D899C24040
Clean Energy - Arcadia Foothill Transit,5640 Peck Rd,Irwindale,91006,34.10389,-118.006499,48014,0101000020E61000003B1DC87A6A805DC0D3307C444C0D4140
Waste Management - Clean N' Green,7501 Grade Ln,Louisville,40219,38.134634,-85.737722,48488,0101000020E61000008BE255D6366F55C0FF76D9AF3B114340
Hutch's C-Store #119,2001 E 7th St,Elk City,73644,35.40817,-99.379767,48496,0101000020E610000067463F1A4ED858C0AA9A20EA3EB44140
7-Eleven #77,1920 S Eastern Ave,Moore,73160,35.320857,-97.476753,48499,0101000020E610000046D1031F835E58C0A9D898D711A94140
Movo Hydroco,12125 Day St,Moreno Valley,92557,33.94366,-117.28033,48516,0101000020E61000009D853DEDF0515DC08D45D3D9C9F84040
EDCO Disposal - Buena Park,6762 Stanton Ave,Buena Park,90621,33.862442,-117.993016,48896,0101000020E6100000E719FB928D7F5DC03259DC7F64EE4040
Clean Energy - San Diego Airport - India Shell,3519 India St,San Diego,92103,32.73943,-117.177482,48901,0101000020E61000003C6876DD5B4B5DC034D769A4A55E4040
Clean Energy - Peoria Disposal,1113 N Swords Ave,West Peoria,61604,40.70153,-89.642572,48903,0101000020E6100000D2544FE61F6956C0D9942BBCCB594440
American Natural Gas,7507 Highway 31 E,Sellersburg,47172,38.374694,-85.746999,48904,0101000020E610000043C9E4D4CE6F55C0F30016F9F52F4340
Clean Energy - BWI Airport - Maryland Department of General Services,131 Aaronson Dr,Baltimore,21240,39.18695127,-76.65601422,48905,0101000020E61000001A271123FC2953C03F4CEB04EE974340
Kwik Trip #659,1990 Scott Rd NW,Rochester,55901,44.044438,-92.514584,48906,0101000020E6100000DFC2BAF1EE2057C08E59F624B0054640
Palo CNG,12600 State Route 66,Clarion,16214,41.17288848,-79.34168206,48908,0101000020E61000001D556E1EDED553C042BAAF3521964440
Clean Energy - Tyburn LLC,451 Tyburn Rd,Fairless Hills,19030,40.179253,-74.800407,48910,0101000020E6100000541F48DE39B352C0DE5A26C3F1164440
Clean Energy - Philadelphia International Airport - Wally Park,1 Scott Way,Lester,19113,39.87495,-75.262024,48911,0101000020E610000018B14F00C5D052C04ED1915CFEEF4340
Clean Energy - Quarles,211 Maury St,Richmond,23224,37.522579,-77.433474,48915,0101000020E6100000A56ABB09BE5B53C0C74961DEE3C24240
City of Milwaukee - Lincoln Ave,3921 W Lincoln Ave,Milwaukee,53215,43.00162,-87.963662,48916,0101000020E6100000789961A3ACFD55C080828B1535804540
Kwik Trip #457,2400 S Washburn St,Oshkosh,54904,43.985877,-88.583195,48917,0101000020E6100000350C1F11532556C07670B03731FE4540
Langdale Fuel,1628 James P Rogers Dr,Valdosta,31601,30.797235,-83.27464,49282,0101000020E61000001A8BA6B393D154C0003ACC9717CC3E40
Kwik Trip #623,7020 Highway 61 W,Minnesota City,55959,44.075729,-91.730504,49283,0101000020E61000003866D993C0EE56C0ED2DE57CB1094640
Kwik Trip #403,2270 46th St NW,Owatonna,55060,44.140319,-93.252685,49284,0101000020E610000025CCB4FD2B5057C0F30016F9F5114640
Freedom CNG,6000 Debbielou Gardens Dr,Houston,77034,29.6189478,-95.1903621,49286,0101000020E6100000777984E42ECC57C060EEEE5C739E3D40
Kwik Trip #679,4220 County Rd J,Sheboygan,53083,43.790766,-87.761889,49292,0101000020E6100000A88B14CAC2F055C0F564FED137E54540
Kwik Trip #396,W229 N2086 Redford Blvd,Waukesha,53186,43.05884469,-88.20480067,49293,0101000020E610000054F644741B0D56C0F08B093988874540
Dominion Energy - Exxon - Get 'N Go,1640 Elk St,Rock Springs,82901,41.613426,-109.230026,49294,0101000020E6100000B3CEF8BEB84E5BC00F4240BE84CE4440
Clean Energy - Quarles - Washington Dulles International Airport,45149 Old Ox Rd,Sterling,20166,38.97776,-77.438304,49302,0101000020E61000002F6D382C0D5C53C022AB5B3D277D4340
Lemoore Area School District,857 Iona Ave,Lemoore,93245,36.282461,-119.793046,49541,0101000020E6100000508E0244C1F25DC09EB29AAE27244240
Rocky Mountain C-Stores - Parachute,201 Columbine Ct,Parachute,81635,39.453505,-108.046509,49543,0101000020E61000000F7EE200FA025BC047C9AB730CBA4340
Enmarket Travel Center,7002 GA Highway 21,Port Wentworth,31407,32.189249,-81.192721,49545,0101000020E61000002810768A554C54C07DE6AC4F39184040
CNG America - Lehi,160 N 850 E,Lehi,84043,40.389797,-111.835339,49550,0101000020E6100000B284B53176F55BC01A8A3BDEE4314440
Sublette School District #1,10095 Highway 191,Pinedale,82941,42.8666284,-109.8923465,49551,0101000020E6100000CE8C7E341C795BC075E4EDADED6E4540
IGS CNG Services - Speedway,2500 Royal Ave,Monona,53713,43.043029,-89.352921,50036,0101000020E61000009544F641965656C0C9E369F981854540
Spire Inc,402 Cedar St,St. Joseph,64501,39.741662,-94.855413,50047,0101000020E6100000B0E42A16BFB657C0CD57C9C7EEDE4340
Piedmont Natural Gas - Winston-Salem,2300 Lowery St,Winston-Salem,27101,36.093837,-80.209155,50048,0101000020E6100000DF32A7CB620D54C0CF13CFD9020C4240
South Jersey Gas - Lindenwold,2500 Old Egg Harbor Rd,Lindenwold,8021,39.811305,-74.96135,50049,0101000020E61000009D8026C286BD52C0670A9DD7D8E74340
Clean N' Green,1224 Hayes Blvd,Bristol,19007,40.121713,-74.85754,50050,0101000020E6100000C2C073EFE1B652C0C03FA54A940F4440
Clean Energy - King of Prussia,113 N Gulph Rd,King of Prussia,19406,40.085404,-75.390522,50051,0101000020E61000009697FC4FFED852C04A79AD84EE0A4440
CNG 4 America - Bryan,2890 N Harvey Mitchell Pkwy,Bryan,77807,30.725159,-96.425728,50052,0101000020E6100000753FA7203F1B58C06B662D05A4B93E40
CNG 4 America - Katy,24985 Katy Fwy,Katy,77494,29.784231,-95.800795,50053,0101000020E610000038F3AB3940F357C06682E15CC3C83D40
CNG 4 America - Rosenberg,26111 Southwest Fwy,Rosenberg,77471,29.533464,-95.776052,50055,0101000020E6100000B5FF01D6AAF157C0E597C11891883D40
Waste Management - Clean N' Green,13793 Redwood Ave,Chino,91710,34.002873,-117.686257,50240,0101000020E6100000ABE97AA2EB6B5DC04D8578245E004140
Pensacola Energy - Pine Forest,6722 Pine Forest Rd,Pensacola,32526,30.477803,-87.304989,50259,0101000020E6100000F22895F084D355C042EE224C517A3E40
Trillium,550 Southrock Dr,Rockford,61102,42.22456,-89.109935,50261,0101000020E6100000E36BCF2C094756C0B0FECF61BE1C4540
OnCue Express #112 - C-Store,13600 N Western Ave,Oklahoma City,73114,35.608029,-97.530713,50268,0101000020E6100000F9A3A833F76158C08202EFE4D3CD4140
Zeit Energy - Atmos Energy,1540 Tech Center Pkwy,Arlington,76014,32.68081,-97.087869,50272,0101000020E610000043554CA59F4558C0176536C824574040
Star Valley Gas,122 N Washington St,Afton,83110,42.734146,-110.934037,50282,0101000020E610000041102043C7BB5BC09F3E027FF85D4540
Domino Express #1,1709 S Highway 183,Clinton,73601,35.490972,-98.967096,50646,0101000020E6100000EA059FE6E4BD58C038A0A52BD8BE4140
Northeast Oklahoma Public Facilities Authority - Stilwell,81075 Highway 59,Stilwell,74960,35.83873071,-94.63101433,50648,0101000020E610000012AAED8962A857C0E9CC24875BEB4140
Dandy Mini-Mart,474 Reuter Blvd,Towanda,18848,41.787689,-76.453971,50649,0101000020E6100000469561DC0D1D53C0A0353FFED2E44440
TruStar Energy - Houston,2109 McCue Rd,Houston,77056,29.74492336,-95.46390671,51035,0101000020E610000014F6C4A5B0DD57C0F8391D4CB3BE3D40
American Natural Gas,2125 Sanders Rd,Conway,72032,35.106478,-92.43572,51466,0101000020E6100000A48D23D6E21B57C02BDF3312A18D4140
American Natural Gas,1490 S County Rd 700 W,Frankfort,46041,40.185035,-86.53319,51470,0101000020E61000007923F3C81FA255C0C4CE143AAF174440
American Natural Gas,8701 Colonel H Weir Cook Memorial Dr,Indianapolis,46241,39.6998963,-86.31425446,51471,0101000020E61000009E14BDBE1C9455C0B38BB33396D94340
Piedmont Natural Gas - Spartanburg,501 W Blackstock Rd,Spartanburg,29301,34.94618,-81.996914,51479,0101000020E61000002CBB6070CD7F54C08C101E6D1C794140
Clean Energy - Palm Desert Burrtec Waste,41575 Eclectic St,Palm Desert,92260,33.744086,-116.358858,51599,0101000020E61000001C7A8B87F7165DC0ABB4C5353EDF4040
ReFuel Sacramento,8550 Fruitridge Rd,Sacramento,95826,38.525206,-121.387843,51600,0101000020E6100000E23E726BD2585EC0DCD440F339434340
Clean Energy - Orlando Airport,6155 Cargo Rd,Orlando,32827,28.442255,-81.300819,51604,0101000020E6100000FDC0559E405354C0137EA99F37713C40
Con Edison - Eastview Service Center,315 Old Saw Mill River Rd,Valhalla,10595,41.08183,-73.825183,51610,0101000020E6100000C58D5BCCCF7452C074EACA67798A4440
Trillium,1905 Prospect Ct,Appleton,54914,44.245683,-88.483089,51612,0101000020E6100000AC0320EEEA1E56C07217618A721F4640
Athens Utilities Board,1818 Holiday Dr,Athens,37303,35.467829,-84.644781,51621,0101000020E610000042058717442955C0698F17D2E1BB4140
Pensacola Energy - Ellyson Industrial Park,3320 Copter Rd,Pensacola,32514,30.527696,-87.198188,51875,0101000020E61000006B9DB81CAFCC55C0E23AC61517873E40
City of Augusta,3035 Tobacco Rd,Hephzibah,30815,33.392931,-82.11295,51876,0101000020E61000005305A3923A8754C0D34A21904BB24040
CNG Source Fueling,7005 Brookville Rd,Indianapolis,46239,39.754424,-86.047376,51878,0101000020E610000061A75835088355C0A4A833F790E04340
City of Columbus - CNG North,2333 Morse Rd,Columbus,43229,40.059311,-82.956922,51881,0101000020E6100000ABB4C5353EBD54C083A5BA8097074440
"GAIN Clean Fuel - Brookville - ""O"" Ring CNG Fuels Systems",228 Allegheny Blvd,Brookville,15825,41.167076,-79.097076,51882,0101000020E61000007F4E417E36C653C027F911BF62954440
Kwik Trip #887,4735 Converters Dr,Appleton,54913,44.288733,-88.477893,51885,0101000020E6100000307F85CC951E56C05323F433F5244640
American Natural Gas,523 Perry Pkwy,Perry,31069,32.492435,-83.740402,52202,0101000020E610000027F911BF62EF54C0F0332E1C083F4040
Ozinga Energy - Des Plaines,200 Jarvis Ave,Des Plaines,60018,42.012901,-87.924312,52203,0101000020E610000039D384ED27FB55C0F88A6EBDA6014540
Homewood Disposal Services - Gary,400 E Blaine St,Gary,46406,41.605516,-87.429389,52204,0101000020E6100000C710001C7BDB55C0359A5C8C81CD4440
American Natural Gas,1767 S Old US 41,Vincennes,47591,38.650869,-87.530561,52206,0101000020E61000001EE21FB6F4E155C0787DE6AC4F534340
CNG Services LLC,2950 N Ohio St,Wichita,67219,37.737099,-97.32375,52207,0101000020E61000001F85EB51B85458C00875914259DE4240
Memphis Light Gas and Water - South Center,3071 S Center Dr,Memphis,38109,35.066272,-90.052743,52211,0101000020E6100000F3052D24608356C0FC51D4997B884140
American Natural Gas,1606 Exchange Pkwy,Waco,76712,31.499498,-97.173412,52214,0101000020E6100000F92EA52E194B58C0DB6AD619DF7F3F40
GAIN Clean Fuel - Green Bay,1618 Velp Ave,Green Bay,54303,44.548802,-88.04744,52215,0101000020E61000006C21C841090356C05DFDD8243F464640
Kwik Trip #456,2145 County Highway Pb,Verona,53593,42.971256,-89.512884,52216,0101000020E610000011A96917D36056C09A05DA1D527C4540
City of Athens - Gas Department,1755 Trigreen Dr,Athens,35611,34.818951,-86.942404,52482,0101000020E6100000A7E7DD5850BC55C06403E962D3684140
Ozinga Energy - Lumber St,2222 S Lumber St,Chicago,60616,41.852403,-87.642494,52485,0101000020E61000001478279F1EE955C09301A08A1BED4440
Ozinga Energy - Mokena,19001 Old LaGrange Rd,Mokena,60448,41.54544,-87.849906,52486,0101000020E610000026AB22DC64F655C012F758FAD0C54440
American Natural Gas,510 S Post Rd,Indianapolis,46239,39.761489,-86.008987,52487,0101000020E6100000B5C5353E938055C0C2A1B77878E14340
American Natural Gas,290 Yost Dr,Lafayette,47941,40.37502677,-86.77827656,52488,0101000020E6100000601C7D48CFB155C0232390E000304440
Kwik Trip #681,4400 O'Day Ave NE,St. Michael,55376,45.217806,-93.598222,52490,0101000020E6100000DB6FED44496657C0B16F2711E19B4640
River Valley Transit,1550 W 3rd St,Williamsport,17701,41.237004,-77.038235,52495,0101000020E610000001A43671724253C0B682A625569E4440
Love's Travel Stop #294,8800 S Polk St,Dallas,75232,32.645801,-96.840907,52496,0101000020E61000008FFE976BD13558C0AF5C6F9BA9524040
Love's Travel Stop #281,200 Garden Acres Dr,Fort Worth,76140,32.598649,-97.317542,52497,0101000020E6100000D046AE9B525458C03D64CA87A04C4040
Love's Travel Stop #315,3940 N McCarty St,Houston,77013,29.797098,-95.267537,52498,0101000020E6100000145E82531FD157C0FEB4519D0ECC3D40
Love's Travel Stop #234,612 Pederson Rd,Katy,77493,29.779825,-95.881549,52499,0101000020E610000094347F4C6BF857C06B9A779CA2C73D40
GAIN Clean Fuel - Longview,131 Pittman Rd,Longview,75602,32.4532,-94.706348,52500,0101000020E610000015E63DCE34AD57C00B462575023A4040
Love's Travel Stop #486,7401 S Choctaw Rd,Choctaw,73020,35.395749,-97.267868,52501,0101000020E610000047E9D2BF245158C05D363AE7A7B24140
Love's Travel Stop #283,1990 E I-30,Rockwall,75087,32.917907,-96.419128,52502,0101000020E6100000A0353FFED21A58C07EE200FA7D754040
Love's Travel Stop #242,11361 I-35 Access Rd,Von Ormy,78073,29.31101,-98.617826,52503,0101000020E6100000952710768AA758C09DBAF2599E4F3D40
Kwik Trip #871,5821 Green Valley Rd,Oshkosh,54904,44.100798,-88.541833,52506,0101000020E610000030B95164AD2256C048C0E8F2E60C4640
American Natural Gas,9234 E Highland Dr,Jonesboro,72401,35.821863,-90.570635,52681,0101000020E6100000FDBCA94885A456C06F6589CE32E94140
Ryder Systems Inc,1440 Main St,Orange,92867,33.81151,-117.868017,52683,0101000020E6100000CFD72C978D775DC04030478FDFE74040
Trillium,5030 50th St,Tampa,33619,27.895255,-82.401746,52685,0101000020E610000020D3DA34B69954C09A94826E2FE53B40
DeKalb County - Central,3720 Leroy Scott Dr,Decatur,30032,33.771564,-84.239687,52686,0101000020E6100000B0912408570F55C0AE62F19BC2E24040
Clean Energy - ABC Disposal,1069 Shawmut Ave,New Bedford,2746,41.662033,-70.949338,52687,0101000020E610000067B62BF4C1BC51C0B7EF517FBDD44440
Clean Energy - Pembroke,10 Cooperative Way,Pembroke,3275,43.174856,-71.485967,52688,0101000020E6100000DBFB54151ADF51C033C170AE61964540
Get-Go - Cranberry,1737 State Route 228,Cranberry Township,16066,40.686369,-80.086299,52689,0101000020E61000005CAB3DEC850554C07EFE7BF0DA574440
American Natural - Energy Centre,73 E Carson St,Pittsburgh,15219,40.431028,-80.001116,52691,0101000020E610000026E0D748120054C084D4EDEC2B374440
CNG America - Bells Silver Creek - Sinclair,7102 Silver Creek Rd,Park City,84098,40.733902,-111.499306,52695,0101000020E6100000952C27A1F4DF5BC0083C3080F05D4440
Clean N' Green,2137 W Williams Dr,Phoenix,85027,33.690096,-112.105899,52992,0101000020E6100000766B990CC7065CC0DA8CD31055D84040
Reliance Alternative Fuel,2805 SE 32nd Ave,Ocala,34471,29.165471,-82.092855,52994,0101000020E610000049111956F18554C0B96FB54E5C2A3D40
PSNC Energy,2451 Schieffelin Rd,Apex,27502,35.723225,-78.83186,52999,0101000020E610000070B6B9313DB553C0265305A392DC4140
PSNC Energy,66 N Chatham Pkwy,Chapel Hill,27517,35.848953,-79.08542,53000,0101000020E6100000289B728577C553C0A96BED7DAAEC4140
Wayne Township Landfill,267 Fritz Rd,Lock Haven,17745,41.158541,-77.348758,53005,0101000020E6100000FA0D130D525653C09E094D124B944440
Dandy Mini-Mart,1131 Elmira St,Sayre,18840,41.966439,-76.534294,53006,0101000020E6100000BD1C76DF312253C01B4AED45B4FB4440
Kwik Trip #696,940 Baldwin Plaza Dr,Baldwin,54002,44.941101,-92.373596,53007,0101000020E6100000A77A32FFE81757C0D09D60FF75784640
Kwik Trip #326,3123 S Highway 51,Janesville,53546,42.634544,-89.030406,53008,0101000020E61000008AE6012CF24156C0BFEFDFBC38514540
IGS CNG Services - Bridgeport Exxon,50 Genesis Blvd,Bridgeport,26330,39.321599,-80.229699,53009,0101000020E6100000213B6F63B30E54C091B6F1272AA94340
City of Blythe - Palo Verde Valley Transit,201 W 14th Ave,Blythe,92225,33.603063,-114.598023,53312,0101000020E61000005FD0420246A65CC0BD361B2B31CD4040
Kwik Stop BP - 16th St,1215 E 16th St,Dubuque,52001,42.512003,-90.656218,53313,0101000020E6100000FA42C879FFA956C0193A765089414540
Gaubert Food Marts Inc,551 S Van Ave,Houma,70363,29.577119,-90.710145,53316,0101000020E6100000BF9A030473AD56C075E61E12BE933D40
Stirk CNG - Sapp Bros Travel Center,6001 Cornhusker Hwy,Lincoln,68507,40.862915,-96.637825,53320,0101000020E61000008FE4F21FD22858C02A1DACFF736E4440
GAIN Clean Fuel - Akron,1195 S Arlington St,Akron,44306,41.03974,-81.49017,53321,0101000020E6100000BEDEFDF15E5F54C0E92B483316854440
Kalmbach Clean Fuels,11790 Highway 4,Upper Sandusky,43351,40.9016698,-83.3450467,53322,0101000020E6100000EF05C13E15D654C03B657FEA69734440
CNG Fuel LLC,20511 Paint Blvd,Shippenville,16254,41.228814,-79.431538,53324,0101000020E6100000CD3E8F519EDB53C0F86EF3C6499D4440
Kwik Trip #499,15700 W Small Rd,New Berlin,53151,42.94468,-88.110351,53327,0101000020E61000002D05A4FD0F0756C0B7973446EB784540
Gordy's Express,2501 S Main St,Rice Lake,54868,45.474701,-91.734468,53328,0101000020E610000059FD118601EF56C073309B00C3BC4640
Cullman - Jefferson Gas,1550 County Rd 715,Hanceville,35077,34.132047,-86.815607,53619,0101000020E6100000E0D8B3E732B455C0784485EAE6104140
Trillium,1120 E Paige Ave,Tulare,93274,36.182337,-119.330196,53625,0101000020E6100000485167EE21D55DC0E5EC9DD156174240
American Natural Gas,2920 Silver Star Rd,Orlando,32808,28.577246,-81.422051,53626,0101000020E61000009F8F32E2025B54C02FBFD364C6933C40
American Fueling Systems - Covington Green Fuels Facility,10010 City Pond Rd,Covington,30014,33.618609,-83.843952,53627,0101000020E610000034D93F4F03F654C0710168942ECF4040
American Natural Gas,6533 State Rd 38 E,Lafayette,47905,40.373562,-86.780228,53628,0101000020E61000001ADB6B41EFB155C0A1832EE1D02F4440
Trillium - EZ Mart,338 State Highway 594,Monroe,71201,32.493311,-91.989868,53629,0101000020E6100000D8D64FFF59FF56C0E7E099D0243F4040
American Natural Gas,9960 Brookford St,Charlotte,28273,35.122229,-80.943483,53630,0101000020E61000003F558506623C54C0B7CF2A33A58F4140
PSNC Energy,1315 Old Oxford Rd,Durham,27704,36.052683,-78.873913,53631,0101000020E610000027A3CA30EEB753C010070951BE064240
City of Deming,116 N 8th St,Deming,88030,32.267665,-107.768747,53632,0101000020E61000007BF99D2633F15AC055A4C2D842224040
Trillium - Mirabito,90 Barlow Rd,Kirkwood,13904,42.102397,-75.839707,53633,0101000020E61000003ACE6DC2BDF552C0B11A4B581B0D4540
Trillium - Kenton Agriculture Campus Expansion,125 Bales Rd,Kenton,43326,40.632595,-83.595769,53634,0101000020E61000001FBE4C1421E654C07B4E7ADFF8504440
Trillium,402 N 1st St,Nashville,37207,36.178328,-86.774899,53636,0101000020E610000000ADF9F197B155C005FBAF73D3164240
American Natural Gas,2225 S Pullman Rd,Amarillo,79118,35.189976,-101.706309,53637,0101000020E6100000B6F7A92A346D59C03083312251984140
American Natural Gas,925 Patton Rd,Rosenberg,77471,29.56087077,-95.88803102,53641,0101000020E6100000F22E0F80D5F857C0AE6E0E3A958F3D40
American Natural Gas,9422 I-20 S Frontage Rd,Sweetwater,79556,32.449963,-100.447589,53642,0101000020E61000002843554CA51C59C07CB4386398394040
EVO CNG - Oak Creek,7155 1st St,Oak Creek,53154,42.914519,-87.914352,53645,0101000020E61000000F4240BE84FA55C00A4966F50E754540
IGS CNG Services - Charleston,10 Spring St,Charleston,25302,38.35893,-81.627186,53646,0101000020E610000094A0BFD0236854C0D2C6116BF12D4340
X3Energy,1200 S Sherman St,Longmont,80501,40.145567,-105.115579,53750,0101000020E6100000AE4676A565475AC03C3080F0A1124440
Kwik Star #732,324 Fletcher Ave,Waterloo,50701,42.488499,-92.367561,53751,0101000020E61000003E92921E861757C079909E22873E4540
Carrollton Utilities,225 6th St,Carrollton,41008,38.680886,-85.178098,53753,0101000020E6100000EA5E27F5654B55C0F226BF4527574340
Freedom Fuels,501 W 70th St,Shreveport,71106,32.441468,-93.765558,53754,0101000020E61000003C4CFBE6FE7057C0821DFF0582384040
Kwik Trip #662,3145 Dodd Rd,Eagan,55121,44.843646,-93.123553,53757,0101000020E6100000A794D74AE84757C05BB39597FC6B4640
Clean Energy - Lee's Summit School District,500 SE Transport Dr,Lee's Summit,64081,38.89357,-94.36045,53759,0101000020E6100000F775E09C119757C0E657738060724340
Clean N' Green,1450 Country Club Dr,Jackson,39209,32.34776,-90.247321,53760,0101000020E61000004CA7751BD48F56C0B16D5166832C4040
Clean N' Green,2712 Lowell Rd,Gastonia,28054,35.279545,-81.120447,53761,0101000020E6100000AF795567B54754C052616C21C8A34140
Trillium - Speedway LLC,521 S Main St,Mt. Vernon,43050,40.387298,-82.486446,53763,0101000020E6100000485167EE219F54C032E719FB92314440
Clean N' Green,910 W Pennsylvania Ave,Pen Argyl,18072,40.860729,-75.27151,53766,0101000020E61000005EA27A6B60D152C001DC2C5E2C6E4440
Clean N' Green,1428 Antioch Pike,Nashville,37013,36.081876,-86.686034,53767,0101000020E61000006C7C26FBE7AB55C0E529ABE97A0A4240
United Ag Co-op,909 S Wharton St,El Campo,77437,29.19012,-96.260909,53773,0101000020E6100000DA8EA9BBB21058C0C6504EB4AB303D40
Freedom CNG,7155 High Life Dr,Houston,77066,29.94421672,-95.52226647,53775,0101000020E6100000A21C58D06CE157C084BCDC2FB8F13D40
Kwik Trip #416,2618 Monroe Rd,De Pere,54115,44.453927,-87.995461,53777,0101000020E610000062DC0DA2B5FF55C0BDE2A9471A3A4640
Trillium,1121 Radisson Rd,Green Bay,54302,44.525122,-87.991577,53778,0101000020E6100000D09D60FF75FF55C07F349C3237434640
Kwik Trip #674,6107 3M Dr,Menomonie,54751,44.901294,-91.856412,53779,0101000020E6100000BAF94674CFF656C05F0A0F9A5D734640
Kwik Trip #422,9535 S 13th St,Oak Creek,53154,42.87166,-87.933821,53780,0101000020E61000005AD427B9C3FB55C09D9D0C8E926F4540
Kwik Trip #202,5339 Harding Ave,Plover,54467,44.42734,-89.515467,53781,0101000020E6100000B4CA4C69FD6056C0E622BE13B3364640
Kwik Trip #204,4701 Rib Mountain Dr,Wausau,54401,44.91394,-89.64836,53782,0101000020E61000003602F1BA7E6956C0CC4065FCFB744640
American Natural Gas,2323 W Pleasant Center Rd,Fort Wayne,46819,40.96013571,-85.16642795,60039,0101000020E6100000FB986AC1A64A55C0FC1519BAE57A4440
American Natural Gas,2240 N Michigan Ave,Greensburg,47240,39.357391,-85.510285,60040,0101000020E6100000EBA86A82A86055C03F7100FDBEAD4340
American Natural Gas,420 Stevens Way,Seymour,47274,38.958804,-85.837944,60043,0101000020E610000048F8DEDFA07555C012A3E716BA7A4340
American Natural Gas,2720 Needmore Rd,Dayton,45414,39.81954,-84.180457,60045,0101000020E61000006555849B8C0B55C0C6E1CCAFE6E84340
American Natural Gas,5343 Distribution Dr,Findlay,45840,41.089949,-83.639102,60046,0101000020E6100000B933130CE7E854C069A7E672838B4440
Love's Travel Stop #332,10145 Avon Lake Rd,Burbank,44214,40.995903,-81.993874,60084,0101000020E61000001096B1A19B7F54C0807EDFBF797F4440
Love's Travel Stop #200,6930 I-40 E,Amarillo,79118,35.191937,-101.760916,60085,0101000020E610000033C005D9B27059C039F2406491984140
Shop A Lott #20,201 Highway 3175,Natchitoches,71457,31.784139,-93.08731,60087,0101000020E610000048A7AE7C964557C0A5846055BDC83F40
Clean Energy - City of Columbia,1900 Lake Ridgeway Rd,Columbia,65202,38.971499,-92.294316,60113,0101000020E610000021ACC612D61257C0618C48145A7C4340
American Natural Gas,5625 SW Wenger St,Topeka,66609,38.96627012,-95.70049483,60117,0101000020E61000007E7744E8D4EC57C0414042BDAE7B4340
American Natural Gas,5800 Mesa Dr,Houston,77028,29.816425,-95.256051,60119,0101000020E6100000EBC6BB2363D057C005A3923A01D13D40
American Natural Gas,4155 Walden Ave,Lancaster,14086,42.922551,-78.628437,60157,0101000020E61000002BA6D24F38A853C030F2B22616764540
Spire Natural Gas Fueling Solutions,4231 Cypress Rd,St. Ann,63074,38.738623,-90.387748,60208,0101000020E6100000B9C5FCDCD09856C06589CE328B5E4340
