stations1,name,ZIP1,lat1,lon1,geom1
Los Angeles International Airport,Shell - Hydrogen Technology and Energy Corp,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,Shell - San Francisco 3rd St,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,Shell - San Francisco Mission St,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,Shell - San Francisco Harrison St,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,True Zero - FirstElement - Oakland,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,Shell - Sacramento,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,Shell - Citrus Heights,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,Shell - Hydrogen Technology and Energy Corp,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,ESSO Harnois Groupe Pétrolier - Hydrogenics,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
Los Angeles International Airport,South Coast Air Quality Management District - Diamond Bar,90045,33.941383,-118.377866,0101000020E61000005401F73C7FF840404D11E0F42E985DC0
SunHydro - Wallingford,Messer - Emeryville,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Air Liquide - Palo Alto,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Air Liquide - Anaheim,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Air Products and Chemicals Inc - Los Angeles,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,California State University Los Angeles - Hydrogen Research & Fueling Facility,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Campbell,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Coalinga,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Costa Mesa,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Hayward,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - La Canada Flintridge,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Fremont,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Lake Forest,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Long Beach,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Hollywood Blvd,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Lincoln Blvd,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Mill Valley,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Thousand Oaks,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Del Mar,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - San Jose,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Santa Barbara,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Saratoga,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - South Pasadena,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - South San Francisco,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,FirstElement - Truckee,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Air Products and Chemicals Inc - Lawndale,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Iwatani - San Ramon,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Iwatani - Mountain View,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Iwatani - San Juan Capistrano,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Air Products and Chemicals Inc - Santa Monica,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Air Products and Chemicals Inc - Woodland Hills,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Ramos Oil Co - Iwatani - Shell,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,SERVCO,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Shell - Hydrogen Technology and Energy Corp,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Shell - San Francisco 3rd St,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Shell - San Francisco Mission St,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Shell - San Francisco Harrison St,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,True Zero - FirstElement - Oakland,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Shell - Sacramento,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Shell - Citrus Heights,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,Shell - Hydrogen Technology and Energy Corp,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,ESSO Harnois Groupe Pétrolier - Hydrogenics,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
SunHydro - Wallingford,South Coast Air Quality Management District - Diamond Bar,6492,41.490507,-72.760932,0101000020E6100000C3BAF1EEC8BE4440B69E211CB33052C0
Messer - Emeryville,Air Liquide - Palo Alto,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,Air Liquide - Anaheim,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,Air Products and Chemicals Inc - Los Angeles,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,California State University Los Angeles - Hydrogen Research & Fueling Facility,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Campbell,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Coalinga,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Costa Mesa,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Hayward,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - La Canada Flintridge,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Fremont,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Lake Forest,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Long Beach,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Hollywood Blvd,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Lincoln Blvd,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Mill Valley,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Thousand Oaks,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Del Mar,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - San Jose,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Santa Barbara,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Saratoga,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - South Pasadena,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - South San Francisco,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
Messer - Emeryville,FirstElement - Truckee,94608,37.83426758,-122.2815812,0101000020E6100000461BB247C9EA4240C84A276D05925EC0
