source,target,cost
30376,41135,342.84579
30376,41136,519.56372
30376,48407,2820.2009
30376,48408,586.3064
30376,48409,2686.9785
30376,48410,2799.8997
30376,48411,2671.5779
31321,48871,19.50732
31321,48872,21.916998
33058,21796,2795.8923
33058,21829,2932.4368
33058,21831,2541.0266
33058,21832,2634.0637
33058,21869,2913.7776
33058,25612,2878.1526
33058,27339,2898.2861
33058,29436,2913.554
33058,30111,2871.7158
33058,30120,2870.4612
33058,30127,2897.5847
33058,30131,2913.063
33058,30136,342.36111
33058,30376,371.77994
33058,33059,1184.4872
33058,33060,97.752846
33058,33062,655.01202
33058,33063,917.31512
33058,33064,685.66425
33058,33066,653.44055
33058,33472,2913.0835
33058,33474,2913.7776
33058,33475,3131.4924
33058,33476,105.22173
33058,33477,668.48212
33058,33478,226.08522
33058,33577,115.50728
33058,33578,103.80189
33058,33579,333.77255
33058,33581,2913.8442
33058,33582,2938.1167
33058,33585,2900.7673
33058,33870,106.75775
33058,33980,829.08789
33058,34814,122.43121
33058,35021,1897.8938
33058,35024,325.33371
33058,35338,139.27223
33058,35589,1864.8064
33058,35903,331.02423
33058,41133,2903.6604
33058,41134,2912.8413
33058,41135,32.336769
33058,41136,884.00464
33058,48407,3006.5564
33058,48408,662.32062
33058,48409,2917.24
33058,48410,2986.2524
33058,48411,2901.8391
33059,21796,1611.8389
33059,21829,1944.6956
33059,21831,1356.9742
33059,21832,1518.9271
33059,21869,1739.5492
33059,25612,1703.918
33059,27339,1724.056
33059,29436,1739.3274
33059,30111,1697.4818
33059,30120,1696.2291
33059,30127,1723.3501
33059,30131,1738.834
33059,30136,841.34253
33059,30376,930.24457
33059,33058,1185.382
33059,33060,1085.5985
33059,33062,624.02863
33059,33063,402.30542
33059,33064,633.466
33059,33066,631.2713
33059,33472,1738.8577
33059,33474,1739.5492
33059,33475,2143.7493
33059,33476,1298.1235
33059,33477,519.06354
33059,33478,958.8009
33059,33577,1119.0693
33059,33578,1128.3979
33059,33579,911.01251
33059,33581,1739.6133
33059,33582,1718.23
33059,33585,1726.5402
33059,33870,1074.9961
33059,33980,846.59003
33059,34814,1081.8199
33059,35021,837.94366
33059,35024,915.03217
33059,35338,1097.7214
33059,35589,715.38629
33059,35903,906.74121
33059,41133,1729.4296
33059,41134,1738.6122
33059,41135,1156.2677
33059,41136,810.88171
33059,48407,2012.2397
33059,48408,642.87292
33059,48409,1743.0103
33059,48410,2084.0503
33059,48411,1727.609
33060,21796,2696.1233
33060,21829,2848.2715
33060,21831,2441.2585
33060,21832,2549.896
33060,21869,2829.6111
33060,25612,2793.9861
33060,27339,2814.1196
33060,29436,2829.3875
33060,30111,2787.5493
33060,30120,2786.2947
33060,30127,2813.4182
33060,30131,2828.8965
33060,30136,258.19455
33060,30376,279.4231
33060,33058,98.145546
33060,33059,1084.7192
33060,33062,632.19342
33060,33063,833.14917
33060,33064,662.06146
33060,33066,639.43549
33060,33472,2828.917
33060,33474,2829.6111
33060,33475,3047.3276
33060,33476,193.74037
33060,33477,571.73901
33060,33478,129.33278
33060,33577,149.64789
33060,33578,140.27325
33060,33579,338.51422
33060,33581,2829.6775
33060,33582,2853.9502
33060,33585,2816.6008
33060,33870,10.005316
33060,33980,736.73041
33060,34814,31.71664
33060,35021,1813.7291
33060,35024,321.8652
33060,35338,46.926559
33060,35589,1768.0547
33060,35903,335.76529
33060,41133,2819.4939
33060,41134,2828.6746
33060,41135,71.378754
33060,41136,791.64716
33060,48407,2922.3916
33060,48408,688.49585
33060,48409,2833.0732
33060,48410,2902.0884
33060,48411,2817.6726
33062,21796,2242.147
33062,21829,2304.7029
33062,21831,1997.9731
33062,21832,2006.3318
33062,21869,2286.05
33062,25612,2250.4187
33062,27339,2270.5566
33062,29436,2285.8281
33062,30111,2243.9827
33062,30120,2242.73
33062,30127,2269.8508
33062,30131,2285.3347
33062,30136,387.58389
33062,30376,531.04663
33062,33058,656.58966
33062,33059,641.43384
33062,33060,632.53577
33062,33063,300.78021
33062,33064,44.449154
33062,33066,11.209533
33062,33472,2285.3584
33062,33474,2286.05
33062,33475,2503.7561
33062,33476,724.49249
33062,33477,193.77267
33062,33478,549.2168
33062,33577,545.43762
33062,33578,554.76624
33062,33579,337.38083
33062,33581,2286.114
33062,33582,2310.3855
33062,33585,2273.041
33062,33870,625.0918
33062,33980,717.81091
33062,34814,630.45605
33062,35021,1270.1637
33062,35024,341.40112
33062,35338,647.81842
33062,35589,1377.3185
33062,35903,333.10892
33062,41133,2275.9304
33062,41134,2285.113
33062,41135,702.16913
33062,41136,772.84198
33062,48407,2378.8225
33062,48408,64.682854
33062,48409,2289.511
33062,48410,2367.1663
33062,48411,2274.1096
33063,21796,1984.3824
33063,21829,2046.9359
33063,21831,1757.1409
33063,21832,1748.5671
33063,21869,2028.2854
33063,25612,1992.6542
33063,27339,2012.7921
33063,29436,2028.0636
33063,30111,1986.218
33063,30120,1984.9653
33063,30127,2012.0863
33063,30131,2027.5702
33063,30136,596.12347
33063,30376,739.58557
33063,33058,925.82538
33063,33059,400.60098
33063,33060,841.07599
33063,33062,299.49026
33063,33064,292.10217
33063,33066,307.22632
33063,33472,2027.5939
33063,33474,2028.2854
33063,33475,2245.989
33063,33476,1016.3834
33063,33477,380.39337
33063,33478,757.75635
33063,33577,837.3291
33063,33578,846.65778
33063,33579,629.27295
33063,33581,2028.3495
33063,33582,2052.6208
33063,33585,2015.2764
33063,33870,833.63196
33063,33980,823.69623
33063,34814,838.99561
33063,35021,1012.3979
33063,35024,633.2926
33063,35338,856.35736
33063,35589,1115.5461
33063,35903,625.00043
33063,41133,2018.1658
33063,41134,2027.3484
33063,41135,910.70929
33063,41136,839.2243
33063,48407,2121.0554
33063,48408,301.50909
33063,48409,2031.7465
33063,48410,2072.1423
33063,48411,2016.3452
33064,21796,2234.9939
33064,21829,2297.5491
33064,21831,1990.8204
33064,21832,1999.1786
33064,21869,2278.8967
33064,25612,2243.2656
33064,27339,2263.4036
33064,29436,2278.675
33064,30111,2236.8293
33064,30120,2235.5767
33064,30127,2262.6978
33064,30131,2278.1816
33064,30136,416.35397
33064,30376,559.81677
33064,33058,686.94489
33064,33059,634.28058
33064,33060,661.30591
33064,33062,43.939629
33064,33063,293.62701
33064,33066,41.693993
33064,33472,2278.2051
33064,33474,2278.8967
33064,33475,2496.6023
33064,33476,754.84644
33064,33477,212.47595
33064,33478,577.98688
33064,33577,575.79156
33064,33578,585.12024
33064,33579,367.7348
33064,33581,2278.9607
33064,33582,2303.2322
33064,33585,2265.8877
33064,33870,653.86249
33064,33980,736.51416
33064,34814,659.22614
33064,35021,1263.0105
33064,35024,371.75446
33064,35338,676.58789
33064,35589,1349.2251
33064,35903,363.46228
33064,41133,2268.7771
33064,41134,2277.9597
33064,41135,730.93921
33064,41136,791.54523
33064,48407,2371.6687
33064,48408,36.844814
33064,48409,2282.3579
33064,48410,2360.0117
33064,48411,2266.9565
33066,21796,2249.9626
33066,21829,2312.5186
33066,21831,2005.7887
33066,21832,2014.1473
33066,21869,2293.8657
33066,25612,2258.2344
33066,27339,2278.3723
33066,29436,2293.6438
33066,30111,2251.7981
33066,30120,2250.5454
33066,30127,2277.6665
33066,30131,2293.1504
33066,30136,394.06915
33066,30376,537.53192
33066,33058,654.40497
33066,33059,649.24945
33066,33060,639.02167
33066,33062,10.924945
33066,33063,308.59583
33066,33064,41.476513
33066,33472,2293.1741
33066,33474,2293.8657
33066,33475,2511.5715
33066,33476,722.30774
33066,33477,200.25793
33066,33478,555.70203
33066,33577,543.25287
33066,33578,552.58148
33066,33579,335.19611
33066,33581,2293.9297
33066,33582,2318.2009
33066,33585,2280.8567
33066,33870,631.57703
33066,33980,724.29614
33066,34814,636.94135
33066,35021,1277.9794
33066,35024,339.21576
33066,35338,654.30365
33066,35589,1383.8031
33066,35903,330.92416
33066,41133,2283.7458
33066,41134,2292.9285
33066,41135,708.65436
33066,41136,779.32721
33066,48407,2386.6382
33066,48408,60.410309
33066,48409,2297.3267
33066,48410,2374.9812
33066,48411,2281.9253
33472,21796,127.42082
33472,21829,387.45898
33472,21831,384.34656
33472,21832,291.84055
33472,21869,18.285706
33472,25612,38.582169
33472,27339,49.049786
33472,29436,2.2953441
33472,30111,45.156273
33472,30120,69.91729
33472,30127,45.505486
33472,30131,17.571129
33472,30136,2582.6255
33472,30376,2681.5544
33472,33058,2912.3267
33472,33059,1739.515
33472,33060,2827.5774
33472,33062,2285.9866
33472,33063,2029.7723
33472,33064,2278.6003
33472,33066,2293.7246
33472,33474,18.285706
33472,33475,648.40497
33472,33476,3002.8828
33472,33477,2257.9795
33472,33478,2697.7175
33472,33577,2823.8262
33472,33578,2833.156
33472,33579,2615.7749
33472,33581,9.8779354
33472,33582,93.356644
33472,33585,19.193529
33472,33870,2820.134
33472,33980,2442.1814
33472,34814,2825.4983
33472,35021,1037.0297
33472,35024,2619.7952
33472,35338,2842.8611
33472,35589,1396.8147
33472,35903,2611.5029
33472,41133,43.086487
33472,41134,17.090187
33472,41135,2897.2144
33472,41136,2386.0913
33472,48407,368.31891
33472,48408,2288.0054
33472,48409,24.48761
33472,48410,1085.7427
33472,48411,52.009995
33474,21796,122.87611
33474,21829,404.86423
33474,21831,379.80185
33474,21832,291.35031
33474,21869,0
33474,25612,38.126083
33474,27339,33.724289
33474,29436,19.04875
33474,30111,46.415791
33474,30120,56.973507
33474,30127,30.180611
33474,30131,1.304258
33474,30136,2582.1353
33474,30376,2681.0642
33474,33058,2911.8364
33474,33059,1739.0248
33474,33060,2827.0872
33474,33062,2285.4963
33474,33063,2029.2821
33474,33064,2278.1101
33474,33066,2293.2344
33474,33472,18.597633
33474,33475,665.81018
33474,33476,3002.3921
33474,33477,2257.4893
33474,33478,2697.2273
33474,33577,2823.3352
33474,33578,2832.665
33474,33579,2615.2847
33474,33581,9.8984404
33474,33582,78.031151
33474,33585,27.866625
33474,33870,2819.6436
33474,33980,2437.6365
33474,34814,2825.0081
33474,35021,1036.5394
33474,35024,2619.3049
33474,35338,2842.3708
33474,35589,1392.27
33474,35903,2611.0127
33474,41133,27.760992
33474,41134,1.462086
33474,41135,2896.7241
33474,41136,2381.5466
33474,48407,385.72412
33474,48408,2287.5151
33474,48409,4.5621061
33474,48410,1103.1492
33474,48411,36.684502
33475,21796,766.96259
33475,21829,302.01675
33475,21831,1023.8864
33475,21832,774.14313
33475,21869,665.63251
33475,25612,681.76019
33475,27339,693.37488
33475,29436,651.12598
33475,30111,682.3996
33475,30120,707.1817
33475,30127,684.97021
33475,30131,664.91791
33475,30136,2802.0886
33475,30376,2945.5464
