source,target,cost
61989,61990,310.25
61989,62002,626.43
61989,62011,63.96
61989,62013,43.58
61989,62015,40.56
61989,62017,704.54
61989,62018,611.25
61989,62022,605.55
61989,64018,150.93
61989,88307,16.72
61989,88308,13.62
61989,88310,16.79
61989,88315,33.15
61989,88318,165.24
61989,88320,173.36
61989,121860,29.87
61989,153941,660.6
61989,153942,672.12
61990,62002,791.99
61990,62011,288.64
61990,62013,347.7
61990,62015,301.12
61990,62018,776.81
61990,62022,771.11
61990,64018,163.65
61990,88307,295.16
61990,88308,302.02
61990,88310,294.99
61990,88315,295.96
61990,88318,152.71
61990,88320,140.64
61990,121860,283.51
61990,153941,826.15
62002,62011,580.58
62002,62013,580.27
62002,62015,601.76
62002,62017,82.5
62002,62018,22.21
62002,62022,48.61
62002,64018,631.09
62002,88307,625.26
62002,88308,638.65
62002,88310,625.1
62002,88315,609.21
62002,88318,641.95
62002,88320,654.82
62002,121860,612.18
62002,122225,625.97
62002,153941,67.64
62002,153942,50.08
62011,62013,59.85
62011,62015,39.72
62011,62017,658.1
62011,62018,564.81
62011,62022,559.11
62011,64018,129.6
62011,88307,54.16
62011,88308,61.03
62011,88310,54
62011,88315,47.18
62011,88318,143.92
62011,88320,152.03
62011,121860,41.08
62011,153941,614.16
62011,153942,625.68
62013,62015,54.64
62013,62017,654.66
62013,62018,561.36
62013,62022,555.66
62013,64018,188.72
62013,88307,59.46
62013,88308,56.36
62013,88310,59.53
62013,88315,62.91
62013,88318,203.04
62013,88320,211.16
62013,121860,67.84
62013,153941,610.71
62013,153942,622.24
62015,62017,679.7
62015,62018,586.41
62015,62022,580.71
62015,64018,137.26
62015,88307,25.27
62015,88308,32.14
62015,88310,25.11
62015,88315,10.99
62015,88318,151.57
62015,88320,159.69
62015,121860,13.96
62015,153941,635.75
62015,153942,647.28
62017,62018,104.47
62017,62022,130.87
62017,88307,705.9
62017,88308,719.29
62017,88310,705.73
62017,88315,689.84
62017,121860,692.81
62017,122225,607.71
62017,153941,66.06
62017,153942,35.28
62018,62022,31.75
62018,64018,615.94
62018,88307,610.11
62018,88308,623.5
62018,88310,609.95
62018,88315,594.06
62018,88318,626.8
62018,88320,639.67
62018,121860,597.03
62018,122225,631.31
62018,153941,63
62018,153942,71.85
62022,64018,608.34
62022,88307,602.51
62022,88308,615.9
62022,88310,602.35
62022,88315,586.46
62022,88318,619.2
62022,88320,632.07
62022,121860,589.43
62022,122225,653.35
62022,153941,90.8
62022,153942,97.8
64018,88307,136.02
64018,88308,142.89
64018,88310,135.86
64018,88315,136.83
64018,88318,16.15
64018,88320,28.97
64018,121860,124.37
64018,153941,664.01
64018,153942,675.53
66740,82474,
66767,66848,207.62
70260,73480,427.67
88307,88308,9.52
88307,88310,1.72
88307,88315,16.89
88307,88318,148.98
88307,88320,157.1
88307,121860,13.34
88307,153941,657.64
88307,153942,669.17
88308,88310,4.78
88308,88315,25.73
88308,88318,157.82
88308,88320,165.94
88308,121860,22.18
88308,153941,666.48
88308,153942,678
88310,88315,18.14
88310,88318,150.23
88310,88320,158.35
88310,121860,14.59
88310,153941,658.89
88310,153942,670.42
88315,88318,143.36
88315,88320,151.48
88315,121860,5.24
88315,153941,642.31
88315,153942,653.84
88318,88320,14.74
88318,121860,138.16
88318,153941,675.93
88318,153942,687.46
88320,121860,146.87
88320,153941,689.52
88320,153942,701.05
121860,153941,645.94
121860,153942,657.46
122225,153941,569.95
122225,153942,599.3
153941,153942,40.32
