,id1,id2,lat1,lon1,lat2,lon2,TravelTime,Distance
0,740,755,35.406042,-97.503367,36.13876,-95.911286,103.22042362213944,182.5141495108129
1,740,78255,35.406042,-97.503367,35.514933,-97.948691,32.34986908799971,47.899934984805846
2,740,12783,35.406042,-97.503367,34.707522,-97.242035,49.861772630956864,85.72171041941148
3,740,12767,35.406042,-97.503367,32.723948,-96.89385300000001,188.91542016896463,326.0687740559238
4,740,43353,35.406042,-97.503367,35.539229,-98.659654,66.07808149153048,113.08915216438749
5,740,105518,35.406042,-97.503367,35.944482,-95.38810500000001,130.26619504554583,235.3012847998144
6,740,33898,35.406042,-97.503367,35.406026000000004,-97.60069399999999,11.388095207938388,12.677246070124529
7,740,38487,35.406042,-97.503367,32.80764,-96.896592,179.68995433880588,314.7276251331506
8,740,103895,35.406042,-97.503367,36.751521000000004,-96.000152,143.4702151314783,249.9672249024417
9,740,46191,35.406042,-97.503367,35.593964,-97.43655799999999,17.41419651878324,25.37402608152917
10,740,69156,35.406042,-97.503367,35.334776,-97.490921,8.24748575669965,8.79870856136335
11,740,42591,35.406042,-97.503367,35.434767,-97.424626,10.151225316318854,9.795903406618633
12,740,752,35.406042,-97.503367,35.751753,-96.68989599999999,52.45485687762175,94.22174315975249
13,740,52497,35.406042,-97.503367,32.598649,-97.317542,190.57875317566686,329.0625340344037
14,740,60257,35.406042,-97.503367,34.071417,-99.00938199999999,140.39262246333965,261.543264105289
15,740,20918,35.406042,-97.503367,35.479669,-98.983451,84.32404699015594,145.20550776183237
16,740,105517,35.406042,-97.503367,36.2210036,-95.83666099999999,108.0751901905576,195.82643724497817
17,740,36773,35.406042,-97.503367,36.264897,-95.854698,111.08931431881643,197.03652436747925
18,740,62382,35.406042,-97.503367,36.706595799999995,-101.44321,256.85148979800874,429.7057105917918
19,740,52501,35.406042,-97.503367,35.395749,-97.267868,17.563173651607872,24.842879637559513
20,740,50646,35.406042,-97.503367,35.490972,-98.967096,82.16833566552845,142.9945768635455
21,740,62266,35.406042,-97.503367,36.127057,-96.35295500000001,89.6124142847734,159.96620654551546
22,740,75900,35.406042,-97.503367,35.878440000000005,-97.392471,33.994239323446045,57.004175866719
23,740,20917,35.406042,-97.503367,35.391472,-97.711691,19.940032678479565,25.059623366022542
24,740,53754,35.406042,-97.503367,32.441468,-93.765558,347.28493168923285,620.1983716705896
25,740,63681,35.406042,-97.503367,31.507286999999998,-97.145928,257.87348946618073,457.1741787739647
26,740,63276,35.406042,-97.503367,39.088255,-94.732123,294.8293434692016,558.6111414344582
27,740,38654,35.406042,-97.503367,35.382404,-92.390824,283.8330500446963,509.2104416004661
28,740,53759,35.406042,-97.503367,38.893570000000004,-94.36045,310.52678041215074,578.034311660971
29,740,52499,35.406042,-97.503367,29.779825,-95.88154899999999,408.5848803429629,724.4147297415772
30,740,434,35.406042,-97.503367,39.058754,-95.667854,257.7487888245273,485.74826409414203
31,740,63576,35.406042,-97.503367,39.149026,-94.617479,301.89022210775596,570.6518051140866
32,740,50053,35.406042,-97.503367,29.784231,-95.800795,405.1856260539314,717.6015479691082
33,740,53775,35.406042,-97.503367,29.944216700000002,-95.522266,388.71892433578347,695.4819519276908
34,740,63664,35.406042,-97.503367,39.13353,-94.523119,308.00478466119256,578.5101546735361
35,740,60113,35.406042,-97.503367,38.971499,-92.29431600000001,403.37332634544777,731.8757941445424
36,740,36776,35.406042,-97.503367,32.469998,-93.672804,351.36423214603127,627.6271577296556
37,740,61119,35.406042,-97.503367,31.151716999999998,-93.26508100000001,461.86232381393313,812.9293741177695
38,740,36549,35.406042,-97.503367,32.527871999999995,-93.714249,348.6737212216161,623.099666288521
39,740,68443,35.406042,-97.503367,31.207465000000003,-95.99607900000001,299.178283250696,538.0739751154504
40,740,67198,35.406042,-97.503367,39.091195,-94.682103,296.44799246552526,563.2561961544553
41,740,66310,35.406042,-97.503367,31.940555,-102.1698,377.76995019339216,705.2313213723971
42,740,35316,35.406042,-97.503367,30.209023,-97.67201999999999,350.55342801683054,629.125236174577
43,740,52681,35.406042,-97.503367,35.821863,-90.570635,409.0337177596044,713.2718821543214
44,740,65699,35.406042,-97.503367,31.082418,-97.315536,287.4996297559309,509.5118074458703
