,id1,id2,lat1,lon1,lat2,lon2,TravelTime,Distance
0,835,26310,38.888863,-121.07446499999999,39.143012,-121.583657,55.09470423563711,67.72545156645427
1,835,1029,38.888863,-121.07446499999999,35.254197,-120.67093899999999,313.2466717056373,534.0341190827742
2,835,33323,38.888863,-121.07446499999999,37.058724,-120.843011,153.48713309422465,257.789945842409
3,835,61369,38.888863,-121.07446499999999,37.788561,-121.288932,96.28343363456158,158.44658120291052
4,835,12841,38.888863,-121.07446499999999,35.751909999999995,-119.24076200000002,265.9278773206954,447.11428508048635
5,835,61537,38.888863,-121.07446499999999,36.950158,-120.04964,178.40088652353083,289.4892144594609
6,835,65700,38.888863,-121.07446499999999,37.604307,-122.375844,151.7138964407018,212.90200743371244
7,835,1370,38.888863,-121.07446499999999,34.047067999999996,-117.634077,436.2933435070481,736.0653041687337
8,835,26312,38.888863,-121.07446499999999,34.149215000000005,-118.077389,391.65441192491346,683.3992783961478
9,835,85854,38.888863,-121.07446499999999,34.060637,-117.488248,440.8119488714441,745.3385049322387
10,835,32831,38.888863,-121.07446499999999,33.960679999999996,-117.45437199999999,449.1489528094934,756.4203223576798
11,835,1016,38.888863,-121.07446499999999,33.971694,-117.37172199999999,453.91183121473404,765.541829716581
12,835,40851,38.888863,-121.07446499999999,33.845681,-118.344675,417.7829798366444,694.2628000039193
13,835,1354,38.888863,-121.07446499999999,33.801121,-117.88938799999998,436.0935680793823,721.2395782304229
14,835,99695,38.888863,-121.07446499999999,34.09735908,-117.37883000000001,446.56179206237687,753.9540033637846
15,835,21985,38.888863,-121.07446499999999,33.893124,-118.117101,420.56447291351776,701.6917576505825
16,835,39196,38.888863,-121.07446499999999,34.02094,-117.385415,449.79523401157064,760.4581065610425
17,835,18943,38.888863,-121.07446499999999,34.53939073,-117.29619960000001,436.2664048187415,711.3653513710965
18,835,1009,38.888863,-121.07446499999999,34.091688,-117.87986000000001,413.9489303493502,705.4492248488815
19,835,61431,38.888863,-121.07446499999999,34.059452,-117.201618,458.5587046372084,772.1236536100798
20,835,52683,38.888863,-121.07446499999999,33.81151,-117.868017,439.7576857045396,724.900540156319
21,835,34320,38.888863,-121.07446499999999,34.003413,-117.92474299999999,421.4862118224213,719.984349153306
22,835,1002,38.888863,-121.07446499999999,33.758315,-118.29397900000001,425.3422379740869,712.7184634445572
23,835,29350,38.888863,-121.07446499999999,34.59343,-118.13949699999999,376.2620639461617,654.9158123081774
24,835,41672,38.888863,-121.07446499999999,36.12275,-115.17934299999999,524.5465083677386,885.887743593564
25,835,28523,38.888863,-121.07446499999999,34.886448,-117.07942299999999,425.71290828219963,697.6174931964438
26,835,1006,38.888863,-121.07446499999999,34.209219,-118.496403,372.22880405395784,652.1807208780147
27,835,68611,38.888863,-121.07446499999999,33.933343,-118.370006,405.21939474457093,683.3009132892602
28,835,12826,38.888863,-121.07446499999999,33.691565000000004,-117.939438,442.7351996581756,732.4528172989633
29,835,1000,38.888863,-121.07446499999999,33.968221,-118.10909299999999,414.22318220489905,693.2124139056789
30,835,60266,38.888863,-121.07446499999999,34.07117,-117.494601,440.0197428488978,744.3882784032228
31,835,34474,38.888863,-121.07446499999999,34.059388,-118.37585800000001,399.29232787798117,672.9102001738136
32,835,61175,38.888863,-121.07446499999999,44.0611,-123.13940500000001,480.8214055982629,817.1564204951927
33,835,32669,38.888863,-121.07446499999999,34.098543,-117.288482,451.1025995620192,761.8431002148584
34,835,30628,38.888863,-121.07446499999999,33.703905999999996,-117.86373200000001,446.6785685048186,735.3937370012666
35,835,25763,38.888863,-121.07446499999999,34.689589,-118.130371,371.7967125259151,646.4512363548927
